interaction_id,customer_id,channel,action,timestamp,opened,clicked,responded
76,87972,voice,follow_up,2026-02-09 23:09:29,0,0,0
77,53572,voice,support_contact,2026-05-28 01:36:17,0,0,0
78,20737,whatsapp,payment_reminder,2026-01-20 18:53:09,1,1,1
79,85865,email,payment_reminder,2026-03-07 02:09:56,0,0,0
80,60224,email,subscription_reminder,2026-01-06 09:06:03,0,0,0
81,53557,whatsapp,payment_link,2026-01-11 22:48:37,1,0,0
82,75644,email,payment_link,2026-04-07 20:39:58,0,0,0
83,34715,sms,cart_reminder,2026-08-21 20:50:27,0,0,0
84,83853,voice,payment_link,2026-07-13 03:26:09,1,0,0
85,35915,sms,payment_reminder,2026-01-03 08:29:23,0,0,0
86,53597,voice,subscription_reminder,2026-05-18 02:51:37,1,1,0
87,32767,email,payment_reminder,2026-01-20 09:19:26,1,0,0
88,7867,email,follow_up,2026-06-24 09:31:24,1,0,0
89,81031,email,cart_reminder,2026-02-11 16:16:08,0,0,0
90,14542,whatsapp,payment_reminder,2026-04-02 15:53:00,1,0,0
91,94335,email,support_contact,2026-08-05 20:28:01,1,1,1
92,50621,whatsapp,subscription_reminder,2026-01-26 17:41:09,1,1,0
93,68281,whatsapp,cart_reminder,2026-07-27 11:19:08,0,0,0
94,6270,email,follow_up,2026-01-05 13:49:18,1,0,0
95,29080,whatsapp,cart_reminder,2026-07-20 04:20:56,1,1,1
96,39212,sms,payment_link,2026-04-01 19:48:55,1,0,0
97,56860,email,cart_reminder,2026-06-11 01:43:26,0,0,0
98,42684,whatsapp,payment_link,2026-06-16 19:54:47,1,1,1
99,69519,email,support_contact,2026-05-07 08:18:13,1,0,0
100,58214,sms,subscription_reminder,2026-02-18 01:34:22,0,0,0
101,92514,whatsapp,subscription_reminder,2026-05-05 18:18:44,1,0,0
102,40026,sms,cart_reminder,2026-02-24 02:27:08,0,0,0
103,10520,whatsapp,cart_reminder,2026-01-30 13:06:48,0,0,0
104,23763,whatsapp,support_contact,2026-04-13 04:32:39,1,0,0
105,55967,sms,follow_up,2026-03-07 02:08:04,1,0,0
106,85893,whatsapp,subscription_reminder,2026-04-19 16:47:15,1,0,0
107,67369,email,follow_up,2026-06-29 07:11:03,0,0,0
108,68767,email,payment_reminder,2026-03-19 04:55:32,1,0,0
109,97828,voice,payment_link,2026-02-22 06:31:06,0,0,0
110,69583,email,support_contact,2026-03-29 22:48:08,0,0,0
111,99134,whatsapp,subscription_reminder,2026-07-18 02:36:40,1,1,1
112,63387,sms,follow_up,2026-03-06 14:50:15,1,1,0
113,65873,sms,payment_link,2026-01-18 01:14:52,0,0,0
114,80673,voice,follow_up,2026-01-18 22:36:06,0,0,0
115,89395,sms,cart_reminder,2026-03-07 18:46:42,1,1,1
116,5072,voice,follow_up,2026-01-18 10:54:50,1,0,0
117,30083,whatsapp,payment_link,2026-03-23 12:22:04,1,1,1
118,6932,email,payment_reminder,2026-07-27 09:03:14,1,0,0
119,78021,sms,payment_link,2026-03-29 17:05:03,1,0,0
120,84687,whatsapp,payment_link,2026-01-11 16:40:40,1,1,0
121,58697,sms,follow_up,2026-04-15 06:30:26,0,0,0
122,53441,whatsapp,payment_link,2026-07-14 12:12:08,1,0,0
123,76176,sms,follow_up,2026-05-12 15:40:09,0,0,0
124,68909,whatsapp,follow_up,2026-02-21 09:19:57,1,0,0
125,89641,whatsapp,cart_reminder,2026-08-07 18:22:33,1,1,1
126,46964,whatsapp,payment_reminder,2026-02-07 09:31:45,0,0,0
127,90181,email,payment_link,2026-05-31 04:05:46,0,0,0
128,87993,whatsapp,subscription_reminder,2026-04-05 12:58:33,1,0,0
129,43989,voice,payment_reminder,2026-06-07 03:47:23,0,0,0
130,30810,whatsapp,payment_reminder,2026-07-17 20:58:57,1,1,0
131,66975,email,support_contact,2026-01-28 07:38:06,0,0,0
132,17565,sms,payment_link,2026-06-11 18:51:51,1,0,0
133,16628,email,support_contact,2026-06-24 08:21:04,1,0,0
134,36036,email,subscription_reminder,2026-03-27 13:58:46,0,0,0
135,8922,sms,subscription_reminder,2026-01-06 21:42:49,1,0,0
136,68124,email,payment_reminder,2026-03-05 13:37:21,1,1,0
137,5309,sms,cart_reminder,2026-07-18 05:06:09,0,0,0
138,65022,email,follow_up,2026-03-13 22:56:54,1,1,1
139,54723,sms,payment_reminder,2026-02-17 11:52:25,0,0,0
140,82722,email,cart_reminder,2026-03-02 01:37:59,0,0,0
141,40828,voice,payment_reminder,2026-05-28 13:24:36,0,0,0
142,15825,whatsapp,cart_reminder,2026-08-13 19:35:19,1,0,0
143,47334,voice,cart_reminder,2026-01-22 11:35:41,1,0,0
144,28055,whatsapp,cart_reminder,2026-01-10 19:21:45,1,0,0
145,54885,email,subscription_reminder,2026-01-18 22:28:22,1,0,0
146,90280,email,subscription_reminder,2026-05-06 04:31:50,0,0,0
147,19812,whatsapp,payment_link,2026-03-27 06:54:02,1,0,0
148,10320,whatsapp,follow_up,2026-04-27 11:40:39,1,0,0
149,30077,whatsapp,payment_link,2026-05-01 07:12:54,1,0,0
150,86526,sms,support_contact,2026-08-07 12:11:03,1,0,0
151,52952,whatsapp,payment_link,2026-02-26 06:13:14,1,0,0
152,27938,sms,payment_link,2026-03-11 13:58:56,1,0,0
153,20951,email,payment_reminder,2026-05-16 10:31:00,0,0,0
154,4912,whatsapp,support_contact,2026-07-07 21:26:09,1,0,0
155,64017,email,support_contact,2026-08-21 01:18:03,1,1,0
156,17294,voice,subscription_reminder,2026-05-08 10:44:59,0,0,0
157,18989,email,cart_reminder,2026-06-03 12:26:33,1,1,0
158,73676,sms,payment_reminder,2026-01-20 21:12:20,1,0,0
159,78260,email,subscription_reminder,2026-07-16 15:17:37,1,0,0
160,20668,email,subscription_reminder,2026-01-05 17:34:47,0,0,0
161,87588,whatsapp,subscription_reminder,2026-06-21 13:31:49,1,1,0
162,59594,voice,subscription_reminder,2026-04-02 11:08:45,1,0,0
163,54281,voice,support_contact,2026-02-01 15:34:06,1,0,0
164,55567,email,payment_reminder,2026-06-05 03:58:43,1,0,0
165,20664,sms,payment_reminder,2026-05-20 16:21:41,1,0,0
166,92531,whatsapp,cart_reminder,2026-06-28 08:20:59,0,0,0
167,44108,sms,subscription_reminder,2026-01-04 01:06:03,1,0,0
168,67683,sms,cart_reminder,2026-02-28 22:36:35,0,0,0
169,26658,whatsapp,payment_reminder,2026-08-20 02:29:21,1,0,0
170,41996,voice,payment_link,2026-04-05 02:53:05,0,0,0
171,95756,email,cart_reminder,2026-01-07 15:07:38,1,1,1
172,55507,sms,follow_up,2026-07-21 07:28:20,1,0,0
173,21962,whatsapp,payment_reminder,2026-01-31 22:38:30,1,1,0
174,67038,email,subscription_reminder,2026-07-16 07:52:14,0,0,0
175,33263,sms,payment_reminder,2026-01-09 13:59:41,1,0,0
176,43166,whatsapp,payment_reminder,2026-03-25 05:01:31,1,1,0
177,52989,whatsapp,payment_reminder,2026-07-06 05:53:26,1,0,0
178,99867,whatsapp,payment_link,2026-08-07 15:39:49,1,1,1
179,34480,whatsapp,payment_link,2026-03-17 09:04:59,1,1,0
180,6840,whatsapp,follow_up,2026-05-22 10:05:07,1,1,0
181,23431,email,subscription_reminder,2026-02-05 03:05:45,1,0,0
182,30765,email,payment_reminder,2026-05-17 22:21:51,0,0,0
183,5830,email,payment_link,2026-04-08 23:44:56,1,1,1
184,93047,sms,follow_up,2026-02-10 03:27:09,1,0,0
185,53198,voice,subscription_reminder,2026-04-28 06:15:17,1,0,0
186,59640,whatsapp,payment_reminder,2026-06-04 08:33:57,1,1,0
187,6113,whatsapp,follow_up,2026-05-28 19:02:01,1,1,1
188,75387,voice,payment_link,2026-06-25 05:03:02,1,0,0
189,40258,whatsapp,cart_reminder,2026-05-11 02:09:02,1,0,0
190,67945,email,payment_reminder,2026-02-01 04:27:39,0,0,0
191,94350,email,payment_reminder,2026-05-28 23:53:20,1,0,0
192,26861,whatsapp,payment_link,2026-04-06 21:15:17,0,0,0
193,37232,whatsapp,support_contact,2026-03-26 04:21:20,0,0,0
194,58932,whatsapp,follow_up,2026-07-27 22:51:03,0,0,0
195,12078,whatsapp,payment_link,2026-06-22 11:00:35,0,0,0
196,75550,voice,payment_link,2026-06-02 08:41:09,0,0,0
197,10817,whatsapp,payment_link,2026-03-25 10:48:56,0,0,0
198,42490,whatsapp,subscription_reminder,2026-02-12 05:06:50,0,0,0
199,50678,whatsapp,subscription_reminder,2026-04-20 18:43:39,1,1,0
200,13721,whatsapp,cart_reminder,2026-07-13 03:33:10,0,0,0
201,70704,sms,subscription_reminder,2026-07-01 09:30:57,1,0,0
202,23983,email,subscription_reminder,2026-01-28 11:30:00,1,1,0
203,53293,voice,follow_up,2026-02-06 19:45:48,0,0,0
204,815,whatsapp,payment_reminder,2026-06-11 09:59:04,1,0,0
205,74797,whatsapp,subscription_reminder,2026-05-31 20:54:08,0,0,0
206,81781,sms,support_contact,2026-03-01 14:07:47,1,1,1
207,4997,sms,support_contact,2026-02-26 16:31:53,1,0,0
208,59454,email,payment_link,2026-02-18 20:20:52,0,0,0
209,55519,whatsapp,payment_reminder,2026-01-30 14:30:35,1,0,0
210,96687,sms,payment_reminder,2026-01-10 15:57:41,1,1,1
211,41709,whatsapp,follow_up,2026-01-09 21:51:02,1,1,0
212,31111,whatsapp,payment_reminder,2026-04-24 12:01:40,1,1,0
213,99054,email,payment_reminder,2026-04-14 13:33:10,1,0,0
214,46506,voice,cart_reminder,2026-03-14 21:37:06,0,0,0
215,87140,voice,cart_reminder,2026-08-16 22:49:22,1,0,0
216,67985,whatsapp,subscription_reminder,2026-02-21 07:33:51,1,1,0
217,85261,whatsapp,follow_up,2026-01-27 12:36:53,0,0,0
218,590,sms,follow_up,2026-08-10 03:18:45,1,0,0
219,70660,whatsapp,cart_reminder,2026-01-02 11:13:41,1,1,1
220,24525,whatsapp,follow_up,2026-05-22 09:28:08,1,0,0
221,23496,email,cart_reminder,2026-02-22 11:41:25,1,1,1
222,85185,sms,support_contact,2026-01-05 20:23:39,0,0,0
223,98772,email,subscription_reminder,2026-03-08 12:19:38,0,0,0
224,23423,whatsapp,payment_link,2026-04-02 02:47:27,1,0,0
225,78331,whatsapp,cart_reminder,2026-01-27 21:03:09,1,1,0
226,50157,whatsapp,subscription_reminder,2026-04-02 10:47:05,0,0,0
227,60533,whatsapp,payment_reminder,2026-05-07 08:53:14,1,1,0
228,15174,voice,payment_reminder,2026-06-17 10:42:26,0,0,0
229,66735,whatsapp,cart_reminder,2026-01-26 00:25:43,1,0,0
230,49042,whatsapp,cart_reminder,2026-02-28 20:55:05,1,0,0
231,58445,whatsapp,subscription_reminder,2026-06-10 20:54:02,0,0,0
232,90335,whatsapp,payment_reminder,2026-04-15 06:21:45,1,0,0
233,66761,email,payment_link,2026-06-04 00:38:49,1,1,0
234,3346,email,subscription_reminder,2026-06-10 11:41:35,0,0,0
235,45975,sms,support_contact,2026-04-01 17:13:38,1,1,0
236,93065,sms,follow_up,2026-07-03 03:27:25,0,0,0
237,70649,sms,cart_reminder,2026-04-16 20:27:23,1,1,0
238,48737,whatsapp,payment_reminder,2026-04-18 06:01:14,0,0,0
239,80735,email,subscription_reminder,2026-08-05 18:22:33,0,0,0
240,85214,email,support_contact,2026-03-19 06:02:47,0,0,0
241,66544,voice,cart_reminder,2026-04-05 23:04:16,0,0,0
242,45555,whatsapp,payment_reminder,2026-02-04 15:37:06,1,1,0
243,5173,whatsapp,subscription_reminder,2026-07-14 05:06:52,1,1,0
244,40363,email,payment_reminder,2026-08-10 22:09:03,0,0,0
245,74308,voice,cart_reminder,2026-05-01 06:49:34,1,0,0
246,22169,whatsapp,payment_link,2026-01-06 00:48:46,1,1,0
247,19459,whatsapp,support_contact,2026-06-25 10:31:35,1,0,0
248,44370,email,payment_link,2026-02-22 15:29:20,1,0,0
249,33662,sms,payment_reminder,2026-01-14 16:31:09,0,0,0
250,84888,email,support_contact,2026-05-17 02:57:37,1,0,0
251,34484,whatsapp,payment_reminder,2026-03-27 06:06:47,1,0,0
252,82846,sms,cart_reminder,2026-07-12 13:21:16,1,1,0
253,66696,voice,payment_link,2026-03-09 16:40:18,1,0,0
254,16968,email,payment_link,2026-05-30 12:51:20,0,0,0
255,86221,sms,subscription_reminder,2026-03-03 21:29:17,0,0,0
256,98633,sms,payment_reminder,2026-04-25 08:40:11,0,0,0
257,49771,sms,payment_link,2026-01-10 06:49:13,1,1,0
258,28773,sms,support_contact,2026-04-20 21:33:02,1,1,0
259,7531,voice,follow_up,2026-05-02 03:31:36,1,0,0
260,22336,whatsapp,payment_reminder,2026-04-11 13:09:17,1,0,0
261,35385,sms,subscription_reminder,2026-06-07 21:51:17,0,0,0
262,40759,whatsapp,follow_up,2026-01-22 21:24:15,1,0,0
263,41049,whatsapp,support_contact,2026-02-28 19:44:14,1,0,0
264,25250,sms,payment_link,2026-02-23 18:26:33,0,0,0
265,45094,whatsapp,payment_reminder,2026-04-02 07:22:24,1,0,0
266,15317,sms,cart_reminder,2026-07-08 14:30:07,1,1,1
267,70058,voice,cart_reminder,2026-08-15 01:35:57,0,0,0
268,22980,whatsapp,payment_reminder,2026-08-19 02:58:04,1,0,0
269,33562,whatsapp,support_contact,2026-08-08 11:02:22,0,0,0
270,96704,voice,subscription_reminder,2026-01-27 18:45:42,1,1,1
271,1683,email,payment_link,2026-03-26 18:46:07,1,0,0
272,97342,whatsapp,cart_reminder,2026-03-01 18:42:05,1,1,1
273,17482,voice,payment_reminder,2026-02-25 21:53:30,1,0,0
274,51068,email,subscription_reminder,2026-07-25 23:21:52,1,0,0
275,26244,email,payment_reminder,2026-01-30 03:08:03,0,0,0
276,21749,voice,follow_up,2026-08-21 17:56:03,1,1,0
277,51154,email,subscription_reminder,2026-02-10 10:59:13,1,0,0
278,59127,email,support_contact,2026-01-19 01:37:51,1,0,0
279,52882,whatsapp,payment_reminder,2026-04-27 02:25:34,1,0,0
280,45424,whatsapp,subscription_reminder,2026-04-18 13:32:24,1,1,0
281,62392,email,subscription_reminder,2026-07-10 23:40:21,1,0,0
282,37921,whatsapp,support_contact,2026-06-30 02:33:26,1,0,0
283,2008,email,payment_link,2026-02-16 02:09:04,1,1,1
284,65184,email,subscription_reminder,2026-02-26 21:36:56,0,0,0
285,24883,email,payment_link,2026-08-05 16:46:09,1,1,1
286,199,sms,cart_reminder,2026-08-06 07:58:21,1,0,0
287,92315,whatsapp,payment_reminder,2026-04-04 00:42:32,0,0,0
288,18402,email,follow_up,2026-02-26 08:54:11,1,1,0
289,21713,voice,payment_reminder,2026-05-31 22:08:36,1,0,0
290,60781,sms,follow_up,2026-05-09 12:00:52,0,0,0
291,62058,voice,support_contact,2026-08-06 03:31:12,0,0,0
292,42922,sms,payment_reminder,2026-06-03 19:13:51,1,0,0
293,3370,whatsapp,follow_up,2026-08-09 06:12:57,1,0,0
294,21590,whatsapp,cart_reminder,2026-07-10 18:34:00,1,0,0
295,85722,whatsapp,subscription_reminder,2026-04-09 11:47:24,1,0,0
296,73018,sms,payment_reminder,2026-03-08 11:08:33,1,1,1
297,59980,whatsapp,payment_reminder,2026-01-02 03:05:48,1,1,1
298,46608,whatsapp,subscription_reminder,2026-07-01 19:07:12,1,1,0
299,44622,whatsapp,payment_reminder,2026-02-20 08:15:56,0,0,0
300,40845,voice,cart_reminder,2026-07-26 23:31:34,1,0,0
301,60640,whatsapp,payment_link,2026-02-26 22:42:33,1,0,0
302,97446,email,payment_link,2026-04-06 00:08:21,1,0,0
303,70409,sms,cart_reminder,2026-03-08 15:17:59,1,0,0
304,57312,whatsapp,payment_link,2026-08-16 16:47:51,0,0,0
305,80908,email,cart_reminder,2026-07-08 04:31:17,0,0,0
306,4655,whatsapp,cart_reminder,2026-01-17 05:46:55,1,0,0
307,4868,whatsapp,follow_up,2026-05-19 18:50:25,1,0,0
308,68736,sms,cart_reminder,2026-08-18 19:48:27,1,0,0
309,44391,email,cart_reminder,2026-02-16 11:47:19,0,0,0
310,91223,whatsapp,follow_up,2026-04-15 23:11:35,1,1,0
311,12885,voice,support_contact,2026-01-16 22:20:05,1,1,1
312,99282,sms,cart_reminder,2026-04-13 01:04:13,1,0,0
313,97316,sms,subscription_reminder,2026-05-07 04:13:47,1,0,0
314,71490,whatsapp,payment_reminder,2026-07-20 15:57:07,1,0,0
315,47429,whatsapp,payment_link,2026-07-15 09:18:59,0,0,0
316,51294,voice,payment_reminder,2026-07-11 08:28:00,0,0,0
317,83661,sms,payment_link,2026-05-02 04:28:17,1,1,0
318,38448,email,follow_up,2026-05-19 09:12:47,1,1,1
319,48714,voice,payment_link,2026-01-17 10:39:18,1,0,0
320,34951,voice,cart_reminder,2026-01-04 21:16:53,1,0,0
321,4595,whatsapp,payment_link,2026-03-21 21:54:34,1,1,0
322,29063,voice,subscription_reminder,2026-04-14 11:52:47,1,0,0
323,95389,email,payment_reminder,2026-08-10 11:05:46,1,0,0
324,27272,whatsapp,payment_reminder,2026-03-27 12:33:20,0,0,0
325,58068,voice,payment_reminder,2026-02-11 20:38:57,1,0,0
326,90875,email,subscription_reminder,2026-06-22 16:04:38,0,0,0
327,65525,sms,payment_reminder,2026-05-12 22:57:42,1,0,0
328,88751,email,follow_up,2026-01-08 13:56:32,0,0,0
329,67728,sms,payment_link,2026-04-06 17:52:35,1,0,0
330,46315,sms,cart_reminder,2026-02-27 08:32:10,1,1,1
331,28591,whatsapp,payment_link,2026-08-06 22:52:17,0,0,0
332,36867,sms,cart_reminder,2026-04-13 15:41:47,1,0,0
333,94977,email,payment_link,2026-06-04 03:37:52,1,0,0
334,18405,whatsapp,cart_reminder,2026-01-15 16:53:41,0,0,0
335,58092,sms,payment_link,2026-06-30 17:32:05,0,0,0
336,43659,whatsapp,payment_reminder,2026-05-14 11:04:36,1,1,0
337,30933,email,payment_reminder,2026-08-03 07:15:23,0,0,0
338,37919,email,payment_reminder,2026-05-17 01:20:21,1,1,0
339,78533,sms,follow_up,2026-05-27 17:04:40,0,0,0
340,58684,sms,support_contact,2026-08-22 05:40:44,1,1,0
341,36384,sms,payment_link,2026-06-06 06:43:31,0,0,0
342,79877,voice,support_contact,2026-07-08 03:33:56,1,0,0
343,72634,sms,payment_reminder,2026-05-17 08:28:47,1,1,0
344,97958,whatsapp,payment_link,2026-07-26 23:05:57,1,1,0
345,73414,sms,cart_reminder,2026-08-02 19:50:01,1,0,0
346,84233,whatsapp,support_contact,2026-05-03 03:30:43,1,0,0
347,26307,voice,payment_reminder,2026-01-14 16:21:15,0,0,0
348,43558,sms,cart_reminder,2026-06-04 11:17:40,1,0,0
349,15004,whatsapp,cart_reminder,2026-08-12 01:25:18,1,1,1
350,26495,email,subscription_reminder,2026-07-10 15:56:11,0,0,0
351,29404,voice,subscription_reminder,2026-05-19 18:56:15,1,1,0
352,42056,sms,subscription_reminder,2026-05-14 09:19:27,1,0,0
353,32108,email,cart_reminder,2026-04-02 09:07:55,0,0,0
354,28622,sms,payment_reminder,2026-04-15 20:39:28,0,0,0
355,25698,email,follow_up,2026-03-10 12:40:47,0,0,0
356,68978,whatsapp,cart_reminder,2026-01-28 17:54:23,1,0,0
357,56564,email,payment_reminder,2026-04-19 11:54:40,0,0,0
358,55955,whatsapp,follow_up,2026-03-05 15:33:31,0,0,0
359,65639,email,follow_up,2026-05-20 08:04:48,1,0,0
360,85237,whatsapp,subscription_reminder,2026-05-01 05:43:40,1,0,0
361,71127,sms,follow_up,2026-06-24 08:35:47,0,0,0
362,14370,sms,subscription_reminder,2026-04-12 23:44:12,1,0,0
363,60904,whatsapp,payment_link,2026-03-07 01:36:42,0,0,0
364,87537,whatsapp,subscription_reminder,2026-08-07 22:48:56,1,1,0
365,43423,sms,payment_link,2026-06-27 16:06:44,1,0,0
366,92087,whatsapp,payment_link,2026-01-31 23:20:50,1,1,0
367,13128,sms,cart_reminder,2026-03-18 11:53:15,1,1,1
368,65113,whatsapp,payment_reminder,2026-05-19 10:58:17,1,0,0
369,15224,whatsapp,payment_reminder,2026-08-05 14:55:32,1,0,0
370,67397,email,payment_reminder,2026-02-22 13:23:41,0,0,0
371,39495,email,follow_up,2026-07-15 15:31:08,1,0,0
372,92280,whatsapp,cart_reminder,2026-03-06 00:14:40,1,0,0
373,17255,voice,payment_reminder,2026-05-21 16:37:31,1,0,0
374,68339,whatsapp,payment_reminder,2026-01-30 10:31:11,0,0,0
375,54586,email,follow_up,2026-03-21 01:08:16,0,0,0
376,96841,sms,payment_reminder,2026-05-23 02:06:36,0,0,0
377,96678,whatsapp,cart_reminder,2026-01-06 01:29:26,1,1,0
378,22691,whatsapp,cart_reminder,2026-08-03 09:40:48,0,0,0
379,35026,whatsapp,cart_reminder,2026-02-28 22:26:32,1,0,0
380,76675,whatsapp,subscription_reminder,2026-06-15 02:54:08,1,0,0
381,40316,whatsapp,subscription_reminder,2026-02-10 21:41:23,1,0,0
382,15031,email,cart_reminder,2026-05-20 22:43:46,1,0,0
383,56662,email,support_contact,2026-08-13 07:14:52,1,0,0
384,97940,sms,follow_up,2026-03-24 02:34:58,1,0,0
385,84872,email,subscription_reminder,2026-03-25 05:17:19,1,0,0
386,68281,whatsapp,subscription_reminder,2026-03-20 02:04:21,0,0,0
387,39302,email,payment_link,2026-03-11 19:02:59,0,0,0
388,50982,whatsapp,follow_up,2026-07-05 05:52:49,1,0,0
389,24012,sms,cart_reminder,2026-03-24 11:22:10,1,0,0
390,47871,email,payment_reminder,2026-04-16 23:57:34,1,0,0
391,9055,whatsapp,payment_reminder,2026-05-19 18:52:39,1,1,0
392,74225,whatsapp,payment_link,2026-01-02 10:41:17,0,0,0
393,23386,email,support_contact,2026-06-10 16:28:58,1,0,0
394,77936,whatsapp,payment_link,2026-07-05 14:24:17,1,0,0
395,70294,email,support_contact,2026-05-01 19:58:00,0,0,0
396,49983,email,payment_reminder,2026-01-29 02:11:11,1,0,0
397,23441,email,cart_reminder,2026-07-03 08:42:53,1,0,0
398,80322,whatsapp,subscription_reminder,2026-05-28 10:36:45,0,0,0
399,86586,whatsapp,follow_up,2026-08-19 04:40:40,1,0,0
400,33542,sms,follow_up,2026-06-11 20:14:49,1,0,0
401,28594,email,payment_reminder,2026-07-16 17:58:32,1,0,0
402,85042,whatsapp,cart_reminder,2026-03-24 00:49:31,1,1,1
403,64081,sms,payment_reminder,2026-06-05 11:17:48,1,1,0
404,31927,whatsapp,payment_reminder,2026-01-05 15:50:24,1,0,0
405,26328,email,cart_reminder,2026-08-14 08:39:19,1,0,0
406,43922,whatsapp,payment_reminder,2026-07-27 06:43:32,1,1,0
