transaction_id,action,recovered,recovered_amount,recovery_time,action_cost,customer_id,amount,payment_method,failure_reason,timestamp,customer_age,customer_since,total_purchases,total_spend,avg_order_value,purchase_frequency,subscription_status,ltv,total_interactions,total_opened,total_clicked,total_responded,open_rate,click_rate,response_rate,fatigue_score,customer_tenure_days,recovery_value_ratio,net_recovered_value
95400,retry,0,0.0,0.0,8.0,26405,864.06,upi,customer_abandoned,2026-07-30 14:05:42,33.0,2023-03-14,25,26944.25,1077.77,7.26,inactive,51744.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1258,0.0,-8.0
18337,retry,1,2094.14,109.9,8.0,47307,2094.14,credit_card,customer_abandoned,2026-04-14 12:53:36,18.0,2022-10-18,19,59749.49,3144.71,4.94,inactive,74787.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1405,1.0,2086.14
47689,retry,1,2028.58,566.0,8.0,15087,2028.58,upi,customer_abandoned,2026-08-07 16:20:52,18.0,2022-10-30,10,47741.5,4774.15,2.62,none,67325.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1393,1.0,2020.58
40640,payment_link,1,1315.82,99.8,12.0,57982,1315.82,upi,temporary_bank_issue,2026-07-08 10:07:17,40.0,2022-11-21,27,40959.0,1517.0,7.19,inactive,63353.39,3.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,45.0,1371,1.0,1303.82
1300,payment_link,1,1126.45,40.0,12.0,26441,1126.45,debit_card,customer_abandoned,2026-02-22 14:04:25,30.0,2026-04-09,20,20628.8,1031.44,53.71,active,267742.79,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,136,1.0,1114.45
64130,whatsapp,1,2618.5,190.1,18.0,81751,2618.5,upi,insufficient_funds,2026-08-10 17:36:05,38.0,2021-08-14,16,38124.64,2382.79,3.18,active,62197.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1835,1.0,2600.5
5948,retry,1,1712.88,58.9,8.0,91229,1712.88,net_banking,temporary_bank_issue,2026-04-16 10:45:44,27.0,2022-06-24,24,51025.92,2126.08,5.76,active,84033.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1521,1.0,1704.88
95315,human_escalation,1,1698.29,21.3,250.0,74122,1698.29,upi,customer_abandoned,2026-06-08 08:02:17,21.0,2021-05-02,20,33369.2,1668.46,3.77,active,60644.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1939,1.0,1448.29
7685,payment_link,1,2600.57,129.8,12.0,38955,2600.57,debit_card,temporary_bank_issue,2026-03-11 01:27:47,44.0,2023-08-24,15,26251.95,1750.13,5.0,inactive,36965.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1095,1.0,2588.57
29409,retry,1,10498.11,141.5,8.0,8543,10498.11,wallet,customer_abandoned,2026-03-17 05:39:38,26.0,2022-11-30,18,85617.54,4756.53,4.83,active,177789.9,2.0,2.0,1.0,1.0,1.0,0.5,0.5,25.0,1362,1.0,10490.11
41003,retry,1,2861.31,57.9,8.0,32591,2861.31,upi,temporary_bank_issue,2026-08-12 03:22:21,32.0,2025-11-23,29,95239.48,3284.12,38.8,inactive,259339.43,3.0,3.0,0.0,0.0,1.0,0.0,0.0,45.0,273,1.0,2853.31
78227,whatsapp,1,1371.99,35.7,18.0,53927,1371.99,upi,customer_abandoned,2026-01-06 13:18:26,32.0,2024-01-29,13,45913.79,3531.83,5.07,none,73557.79,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,937,1.0,1353.99
29641,whatsapp,1,1402.22,211.3,18.0,14418,1402.22,net_banking,expired_card,2026-03-22 20:02:03,42.0,2022-01-02,25,58597.0,2343.88,5.39,active,95882.8,3.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,45.0,1694,1.0,1384.22
1722,retry,1,780.33,261.5,8.0,57595,780.33,net_banking,network_error,2026-05-13 14:26:43,24.0,2023-06-06,14,8285.9,591.85,4.36,none,12456.84,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,1174,1.0,772.33
4046,retry,0,0.0,0.0,8.0,111,1890.95,upi,insufficient_funds,2026-05-29 16:55:42,18.0,2022-11-04,19,27342.14,1439.06,5.0,inactive,41028.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1388,0.0,-8.0
59057,voice_call,1,1324.92,50.7,90.0,22965,1324.92,upi,customer_abandoned,2026-07-07 13:52:46,32.0,2022-07-30,24,42962.16,1790.09,5.9,none,80667.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1485,1.0,1234.92
68062,payment_link,1,968.53,121.3,12.0,21553,968.53,upi,network_error,2026-03-07 21:35:45,30.0,2026-03-19,14,18263.7,1304.55,32.57,active,134426.51,2.0,1.0,0.0,0.0,0.5,0.0,0.0,40.0,157,1.0,956.53
45025,email,1,6811.92,293.2,5.0,47762,6811.92,debit_card,temporary_bank_issue,2026-07-30 15:45:19,20.0,2021-03-17,17,61560.91,3621.23,3.13,active,93027.76,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,1985,1.0,6806.92
91437,payment_link,0,0.0,0.0,12.0,42778,365.68,credit_card,insufficient_funds,2026-08-09 04:18:39,37.0,2024-11-22,13,9648.73,742.21,7.43,active,24560.84,1.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,639,0.0,-12.0
83788,payment_link,1,4622.41,184.8,12.0,5353,4622.41,credit_card,authentication_failed,2026-05-09 08:48:13,34.0,2023-03-08,24,82472.4,3436.35,6.94,active,154658.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1264,1.0,4610.41
85200,human_escalation,1,5919.06,46.8,250.0,92741,5919.06,debit_card,temporary_bank_issue,2026-06-04 01:56:53,44.0,2024-04-11,29,128535.83,4432.27,12.26,active,236644.55,1.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,864,1.0,5669.06
45466,retry,0,0.0,0.0,8.0,52082,3199.56,upi,customer_abandoned,2026-02-26 02:42:45,29.0,2021-11-07,23,53550.44,2328.28,4.8,active,74422.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1750,0.0,-8.0
77984,payment_link,0,0.0,0.0,12.0,46799,16400.64,credit_card,expired_card,2026-08-03 02:37:08,35.0,2022-01-04,13,57722.86,4440.22,2.81,none,95513.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1692,0.0,-12.0
2621,retry,1,2424.94,111.8,8.0,6539,2424.94,upi,insufficient_funds,2026-07-31 10:18:23,27.0,2023-09-26,24,81602.64,3400.11,8.25,inactive,120481.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1062,1.0,2416.94
5702,whatsapp,1,2176.65,99.9,18.0,80458,2176.65,upi,customer_abandoned,2026-05-04 00:05:58,26.0,2023-03-16,19,41642.49,2191.71,5.53,none,75532.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1256,1.0,2158.65
55519,retry,1,538.89,50.0,8.0,21710,538.89,credit_card,bank_decline,2026-05-20 06:03:44,26.0,2025-01-29,28,13439.72,479.99,17.91,none,30935.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,571,1.0,530.89
21878,voice_call,1,1272.69,51.1,90.0,53916,1272.69,credit_card,network_error,2026-03-06 19:15:04,21.0,2025-07-02,16,27172.0,1698.25,14.01,active,108454.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,417,1.0,1182.69
22954,retry,1,1834.54,106.9,8.0,53469,1834.54,upi,temporary_bank_issue,2026-01-30 17:35:24,36.0,2021-04-13,15,33202.35,2213.49,2.8,active,44641.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1958,1.0,1826.54
58707,human_escalation,1,3477.61,277.8,250.0,5819,3477.61,debit_card,insufficient_funds,2026-03-09 04:16:12,21.0,2022-12-06,20,61159.0,3057.95,5.39,inactive,109988.18,2.0,2.0,0.0,0.0,1.0,0.0,0.0,40.0,1356,1.0,3227.61
78425,retry,0,0.0,0.0,8.0,81526,803.97,upi,bank_decline,2026-02-10 00:46:29,24.0,2026-04-12,21,21721.98,1034.38,57.67,active,275014.75,5.0,3.0,0.0,0.0,0.6,0.0,0.0,55.0,133,0.0,-8.0
38328,email,0,0.0,0.0,5.0,5957,6203.38,upi,network_error,2026-04-15 14:20:33,31.0,2024-04-12,21,81868.29,3898.49,8.89,none,131216.21,2.0,2.0,0.0,0.0,1.0,0.0,0.0,40.0,863,0.0,-5.0
13745,human_escalation,1,2697.51,83.1,250.0,86116,2697.51,debit_card,temporary_bank_issue,2026-03-15 21:38:49,23.0,2022-05-20,13,25096.11,1930.47,3.05,none,35607.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1556,1.0,2447.51
18904,payment_link,1,1397.77,96.5,12.0,69934,1397.77,debit_card,temporary_bank_issue,2026-04-30 04:04:08,33.0,2022-04-02,16,27919.04,1744.94,3.64,inactive,41124.13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,1604,1.0,1385.77
80343,payment_link,1,954.08,340.8,12.0,35265,954.08,debit_card,temporary_bank_issue,2026-02-20 04:03:37,35.0,2023-02-13,22,22883.3,1040.15,6.24,active,43809.83,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,1287,1.0,942.08
90902,human_escalation,1,965.67,130.9,250.0,24447,965.67,upi,temporary_bank_issue,2026-02-23 17:44:49,21.0,2023-03-11,21,34466.46,1641.26,6.08,none,48666.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1261,1.0,715.67
73862,retry,0,0.0,0.0,8.0,66834,2834.2,upi,customer_abandoned,2026-03-21 13:46:42,40.0,2023-12-01,23,72809.49,3165.63,8.43,none,155886.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,996,0.0,-8.0
63757,voice_call,1,3564.18,249.1,90.0,14487,3564.18,wallet,insufficient_funds,2026-04-04 06:22:51,32.0,2026-07-26,21,77451.57,3688.17,84.0,none,600876.22,2.0,2.0,1.0,1.0,1.0,0.5,0.5,25.0,28,1.0,3474.18
17628,payment_link,1,1966.12,309.5,12.0,11598,1966.12,credit_card,customer_abandoned,2026-01-05 03:54:53,55.0,2025-05-29,16,30401.92,1900.12,12.96,active,107985.74,4.0,3.0,0.0,0.0,0.75,0.0,0.0,50.0,451,1.0,1954.12
41541,whatsapp,1,1357.01,69.9,18.0,84466,1357.01,debit_card,authentication_failed,2026-05-21 10:09:53,36.0,2023-02-17,25,28034.75,1121.39,7.12,inactive,38851.83,2.0,1.0,0.0,0.0,0.5,0.0,0.0,40.0,1283,1.0,1339.01
73594,payment_link,0,0.0,0.0,12.0,23454,2471.9,credit_card,customer_abandoned,2026-03-11 12:04:27,31.0,2022-08-16,17,40701.23,2394.19,4.23,active,68182.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1468,0.0,-12.0
60607,payment_link,1,1295.48,60.1,12.0,7527,1295.48,credit_card,temporary_bank_issue,2026-01-15 16:26:13,41.0,2022-02-16,20,41085.6,2054.28,4.43,none,57644.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1649,1.0,1283.48
90655,whatsapp,1,915.79,113.6,18.0,48826,915.79,credit_card,bank_decline,2026-02-03 02:35:07,19.0,2026-06-09,16,14841.92,927.62,64.0,active,180193.21,2.0,2.0,2.0,0.0,1.0,1.0,0.0,40.0,75,1.0,897.79
39948,payment_link,1,3759.39,129.6,12.0,13392,3759.39,net_banking,insufficient_funds,2026-02-13 17:57:35,34.0,2023-12-24,18,58584.96,3254.72,6.76,active,135298.24,2.0,2.0,2.0,0.0,1.0,1.0,0.0,40.0,973,1.0,3747.39
94839,voice_call,1,2577.49,98.6,90.0,25017,2577.49,credit_card,bank_decline,2026-07-26 15:03:03,26.0,2021-01-25,16,19109.28,1194.33,2.87,none,38875.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2036,1.0,2487.49
39643,retry,1,1187.98,142.8,8.0,53188,1187.98,debit_card,network_error,2026-05-11 21:09:58,37.0,2021-02-23,15,14550.75,970.05,2.73,inactive,18743.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2007,1.0,1179.98
3942,payment_link,1,2160.7,125.3,12.0,41282,2160.7,upi,bank_decline,2026-07-14 00:18:25,37.0,2022-01-04,19,60894.81,3204.99,4.1,inactive,96582.83,3.0,3.0,0.0,0.0,1.0,0.0,0.0,45.0,1692,1.0,2148.7
98124,whatsapp,1,737.64,134.4,18.0,46349,737.64,upi,insufficient_funds,2026-05-07 05:28:23,18.0,2026-02-23,24,20879.76,869.99,48.43,active,150548.42,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,181,1.0,719.64
33877,retry,0,0.0,0.0,8.0,15233,1329.23,upi,expired_card,2026-03-18 13:28:20,30.0,2025-10-16,22,42542.5,1933.75,25.84,active,215998.37,2.0,2.0,0.0,0.0,1.0,0.0,0.0,40.0,311,0.0,-8.0
68633,voice_call,1,1412.36,95.7,90.0,31774,1412.36,net_banking,temporary_bank_issue,2026-07-06 10:22:30,41.0,2021-02-24,25,53784.0,2151.36,4.55,active,103177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2006,1.0,1322.36
95048,payment_link,1,2778.14,122.6,12.0,57596,2778.14,credit_card,insufficient_funds,2026-04-06 04:46:03,25.0,2024-03-21,21,62638.38,2982.78,8.67,inactive,128642.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,885,1.0,2766.14
28420,payment_link,1,3327.31,201.9,12.0,79804,3327.31,credit_card,insufficient_funds,2026-07-31 18:08:35,18.0,2024-12-19,20,55188.2,2759.41,11.94,none,90843.77,4.0,2.0,1.0,0.0,0.5,0.25,0.0,50.0,612,1.0,3315.31
21033,retry,1,812.7,114.7,8.0,70524,812.7,debit_card,temporary_bank_issue,2026-04-22 18:42:36,36.0,2024-02-11,16,20715.04,1294.69,6.32,none,38064.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,924,1.0,804.7
78365,email,1,1570.3,94.1,5.0,27840,1570.3,credit_card,customer_abandoned,2026-03-31 02:33:21,43.0,2023-12-20,16,18426.72,1151.67,5.98,active,34434.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,977,1.0,1565.3
39480,human_escalation,1,1597.08,336.9,250.0,55745,1597.08,upi,insufficient_funds,2026-03-12 11:49:19,34.0,2021-06-21,19,24284.28,1278.12,3.67,inactive,34852.21,2.0,1.0,1.0,0.0,0.5,0.5,0.0,40.0,1889,1.0,1347.08
90267,email,0,0.0,0.0,5.0,22346,527.48,upi,bank_decline,2026-07-17 02:22:03,47.0,2026-07-15,19,21557.4,1134.6,76.0,inactive,344625.95,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,39,0.0,-5.0
41972,retry,0,0.0,0.0,8.0,99085,1083.02,upi,insufficient_funds,2026-03-14 20:58:41,29.0,2024-08-23,15,12444.75,829.65,7.51,none,25997.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,730,0.0,-8.0
41887,voice_call,1,824.55,111.0,90.0,36383,824.55,upi,network_error,2026-06-23 18:56:22,29.0,2026-05-02,23,44419.21,1931.27,74.34,none,440792.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,113,1.0,734.55
9897,payment_link,1,1342.32,187.1,12.0,41094,1342.32,debit_card,authentication_failed,2026-02-28 08:19:56,38.0,2023-03-10,30,71582.7,2386.09,8.68,none,103136.63,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,1262,1.0,1330.32
90205,retry,0,0.0,0.0,8.0,96392,3425.63,credit_card,bank_decline,2026-02-20 22:46:49,30.0,2023-11-15,23,71676.51,3116.37,8.3,inactive,111943.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1012,0.0,-8.0
36840,retry,1,2986.79,239.9,8.0,47561,2986.79,upi,expired_card,2026-06-14 13:30:05,52.0,2026-08-03,16,74293.44,4643.34,64.0,inactive,578387.85,1.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,20,1.0,2978.79
8357,whatsapp,1,377.44,239.9,18.0,67331,377.44,debit_card,insufficient_funds,2026-03-29 11:54:19,40.0,2022-09-01,12,7139.04,594.92,3.02,inactive,12835.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,1452,1.0,359.44
44226,payment_link,1,1147.85,155.9,12.0,59244,1147.85,upi,insufficient_funds,2026-01-18 16:03:15,36.0,2022-10-28,18,16568.82,920.49,4.71,none,24706.8,2.0,1.0,0.0,0.0,0.5,0.0,0.0,40.0,1395,1.0,1135.85
53244,retry,1,1380.46,82.5,8.0,28141,1380.46,credit_card,customer_abandoned,2026-08-11 15:50:28,39.0,2024-07-24,15,19226.4,1281.76,7.21,active,44261.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,760,1.0,1372.46
76711,payment_link,0,0.0,0.0,12.0,63228,1159.65,credit_card,insufficient_funds,2026-04-05 07:32:36,24.0,2024-04-26,23,32146.87,1397.69,9.89,active,94519.59,2.0,2.0,2.0,0.0,1.0,1.0,0.0,40.0,849,0.0,-12.0
26775,email,1,1085.78,177.0,5.0,62168,1085.78,credit_card,customer_abandoned,2026-08-19 04:22:43,44.0,2025-07-18,16,34318.24,2144.89,14.57,none,111455.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,401,1.0,1080.78
14660,email,1,2755.31,59.4,5.0,57282,2755.31,debit_card,temporary_bank_issue,2026-07-02 00:07:04,40.0,2026-07-16,15,22512.9,1500.86,60.0,none,254777.62,2.0,1.0,1.0,1.0,0.5,0.5,0.5,25.0,38,1.0,2750.31
67826,retry,0,0.0,0.0,8.0,84178,1030.09,debit_card,temporary_bank_issue,2026-03-12 15:30:06,34.0,2025-01-10,27,27882.09,1032.67,16.71,none,90074.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,590,0.0,-8.0
34214,email,0,0.0,0.0,5.0,2831,4006.77,debit_card,bank_decline,2026-02-26 19:07:16,18.0,2022-10-01,18,75044.88,4169.16,4.62,none,135369.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1422,0.0,-5.0
21465,whatsapp,1,2139.69,127.6,18.0,41524,2139.69,net_banking,expired_card,2026-01-27 22:21:53,28.0,2024-08-31,20,39679.2,1983.96,10.12,active,76891.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,722,1.0,2121.69
56368,retry,0,0.0,0.0,8.0,6006,3140.33,upi,bank_decline,2026-04-24 13:25:55,40.0,2023-05-21,20,68485.4,3424.27,6.14,active,118567.34,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,1190,0.0,-8.0
