transaction_id,customer_id,amount,action,observed_probability,observed_expected_revenue,observed_cost,observed_net_value,best_action,best_probability,best_expected_revenue,best_action_cost,best_net_value,probability_uplift,incremental_revenue,incremental_cost,net_incremental_value,action_switch_recommended
76393,2513,1363.25,whatsapp,0.6947616,947.133716121316,18,929.133716121316,payment_link,0.71806616,978.9036870449781,12,966.9036870449781,0.023304582,31.769970923662186,-6,37.769970923662186,True
38760,64564,1522.94,retry,0.5792605,882.1790286457539,8,874.1790286457539,payment_link,0.68051213,1036.3791436588765,12,1024.3791436588765,0.1012516,154.20011501312263,4,150.20011501312263,True
68453,27507,1227.22,whatsapp,0.6343092,778.4369028353691,18,760.4369028353691,payment_link,0.70584106,866.222271118164,12,854.222271118164,0.07153189,87.78536828279493,-6,93.78536828279493,True
26009,16159,875.26,payment_link,0.7567698,662.3703144431114,12,650.3703144431114,payment_link,0.7567698,662.3703144431114,12,650.3703144431114,0.0,0.0,0,0.0,False
91040,63105,3402.15,email,0.5038438,1714.1521308660508,5,1709.1521308660508,payment_link,0.5778876,1966.0602803081274,12,1954.0602803081274,0.07404381,251.9081494420766,7,244.9081494420766,True
16790,85639,2194.35,voice_call,0.54570514,1197.4680731624364,90,1107.4680731624364,payment_link,0.6792473,1490.5063559800385,12,1478.5063559800385,0.13354218,293.03828281760207,-78,371.03828281760207,True
83767,67583,6401.93,retry,0.7133721,4566.95832062602,8,4558.95832062602,human_escalation,0.8323851,5328.87128905356,250,5078.87128905356,0.11901301,761.9129684275395,242,519.9129684275395,True
31029,89821,363.41,payment_link,0.71275127,259.0209387910366,12,247.0209387910366,payment_link,0.71275127,259.0209387910366,12,247.0209387910366,0.0,0.0,0,0.0,False
85859,45345,342.09,retry,0.8629032,295.1905480724573,8,287.1905480724573,payment_link,0.92378676,316.0182125151157,12,304.0182125151157,0.06088358,20.827664442658374,4,16.827664442658374,True
42685,20625,2622.66,voice_call,0.5641514,1479.5773272156714,90,1389.5773272156714,payment_link,0.6813818,1787.0328483223914,12,1775.0328483223914,0.117230415,307.45552110671997,-78,385.45552110671997,True
9589,89222,765.6,whatsapp,0.72924453,558.3096123218537,18,540.3096123218537,payment_link,0.7778274,595.504643726349,12,583.504643726349,0.048582852,37.19503140449524,-6,43.19503140449524,True
91528,14940,2265.63,payment_link,0.757978,1717.297746207118,12,1705.297746207118,payment_link,0.757978,1717.297746207118,12,1705.297746207118,0.0,0.0,0,0.0,False
97356,22610,1308.14,whatsapp,0.90615076,1185.3720529186726,18,1167.3720529186726,payment_link,0.93349475,1221.1418179285527,12,1209.1418179285527,0.027343988,35.769765009880075,-6,41.769765009880075,True
26058,91838,978.56,payment_link,0.69581085,680.8926697158813,12,668.8926697158813,payment_link,0.69581085,680.8926697158813,12,668.8926697158813,0.0,0.0,0,0.0,False
43709,88832,419.1,payment_link,0.647292,271.2800847172737,12,259.2800847172737,payment_link,0.647292,271.2800847172737,12,259.2800847172737,0.0,0.0,0,0.0,False
48725,55605,696.55,voice_call,0.6019858,419.3132174789905,90,329.3132174789905,payment_link,0.73007786,508.5357352912426,12,496.5357352912426,0.12809205,89.22251781225208,-78,167.22251781225208,True
48107,75205,2285.99,retry,0.6585252,1505.382087099552,8,1497.382087099552,payment_link,0.70933574,1621.53441829741,12,1609.53441829741,0.050810516,116.15233119785785,4,112.15233119785785,True
93593,34707,9263.11,retry,0.5743729,5320.479238961935,8,5312.479238961935,payment_link,0.6730715,6234.735376075507,12,6222.735376075507,0.098698616,914.2561371135716,4,910.2561371135716,True
91637,68501,1922.67,whatsapp,0.51034737,981.2295708274842,18,963.2295708274842,payment_link,0.5440086,1045.9490392506123,12,1033.9490392506123,0.033661246,64.71946842312809,-6,70.71946842312809,True
25464,93391,440.09,retry,0.7101316,312.5218095058203,8,304.5218095058203,payment_link,0.76438123,336.3965354567766,12,324.3965354567766,0.054249644,23.874725950956304,4,19.874725950956304,True
94883,39016,1432.69,whatsapp,0.7769666,1113.1522377634049,18,1095.1522377634049,payment_link,0.78447515,1123.9096993929147,12,1111.9096993929147,0.007508576,10.757461629509862,-6,16.757461629509862,True
41304,45592,6426.53,human_escalation,0.3340713,2146.9192854073644,250,1896.9192854073644,payment_link,0.4221192,2712.7617038518188,12,2700.7617038518188,0.08804789,565.8424184444543,-238,803.8424184444543,True
21310,49646,2564.62,retry,0.69749564,1788.8112665235994,8,1780.8112665235994,payment_link,0.7629051,1956.561731033325,12,1944.561731033325,0.06540948,167.7504645097256,4,163.7504645097256,True
7436,85609,1808.53,retry,0.46804252,846.4689435222745,8,838.4689435222745,payment_link,0.5705875,1031.9246400058269,12,1019.9246400058269,0.10254499,185.4556964835524,4,181.4556964835524,True
26925,76053,2356.51,whatsapp,0.8828077,2080.345107200742,18,2062.345107200742,payment_link,0.9106588,2145.9765140229465,12,2133.9765140229465,0.027851105,65.63140682220455,-6,71.63140682220455,True
8954,28198,2904.79,retry,0.8486043,2465.0173469913007,8,2457.0173469913007,payment_link,0.9227063,2680.2680505496264,12,2668.2680505496264,0.074101985,215.25070355832577,4,211.25070355832577,True
30281,47549,1615.84,payment_link,0.73128563,1181.640575056076,12,1169.640575056076,payment_link,0.73128563,1181.640575056076,12,1169.640575056076,0.0,0.0,0,0.0,False
61942,74732,1342.07,human_escalation,0.6268537,841.2815511345863,250,591.2815511345863,payment_link,0.6046086,811.4270575898886,12,799.4270575898886,-0.02224511,-29.854493544697675,-238,208.14550645530232,True
96895,71373,2908.31,whatsapp,0.8916847,2593.2955617886782,18,2575.2955617886782,payment_link,0.9232679,2685.1492689937354,12,2673.1492689937354,0.03158319,91.85370720505716,-6,97.85370720505716,True
40614,64434,1139.73,payment_link,0.61734045,703.6014259707928,12,691.6014259707928,payment_link,0.61734045,703.6014259707928,12,691.6014259707928,0.0,0.0,0,0.0,False
10007,74733,2001.44,whatsapp,0.86046034,1722.1597448444368,18,1704.1597448444368,whatsapp,0.86046034,1722.1597448444368,18,1704.1597448444368,0.0,0.0,0,0.0,False
78916,45904,338.27,whatsapp,0.66041714,223.3993057888746,18,205.3993057888746,email,0.7074322,239.3030938273668,5,234.3030938273668,0.04701507,15.903788038492195,-13,28.903788038492195,True
13627,94482,3180.32,retry,0.52846825,1680.6981487464905,8,1672.6981487464905,payment_link,0.6143815,1953.9297470760346,12,1941.9297470760346,0.08591324,273.2315983295441,4,269.2315983295441,True
1101,13129,790.0,retry,0.71293324,563.2172614336014,8,555.2172614336014,payment_link,0.75304943,594.9090522527695,12,582.9090522527695,0.04011619,31.69179081916809,4,27.69179081916809,True
56331,20423,465.57,retry,0.7537946,350.9441568106413,8,342.9441568106413,email,0.77155143,359.2111993700266,5,354.2111993700266,0.01775682,8.267042559385288,-3,11.267042559385288,True
92199,52651,1797.26,payment_link,0.6344162,1140.2109001803399,12,1128.2109001803399,whatsapp,0.72285795,1299.1636830234527,18,1281.1636830234527,0.08844173,158.9527828431128,6,152.9527828431128,True
14224,31684,1516.78,whatsapp,0.8044398,1220.1581742048263,18,1202.1581742048263,payment_link,0.81264144,1232.598286126852,12,1220.598286126852,0.008201659,12.440111922025608,-6,18.440111922025608,True
16671,35823,2120.02,retry,0.6997287,1483.438896536827,8,1475.438896536827,payment_link,0.7547094,1599.9990700757503,12,1587.9990700757503,0.054980695,116.56017353892321,4,112.56017353892321,True
98111,408,624.94,email,0.39900425,249.3537164729834,5,244.3537164729834,payment_link,0.5561868,347.5833758139611,12,335.5833758139611,0.15718254,98.22965934097769,7,91.22965934097769,True
22412,33747,995.55,voice_call,0.6151164,612.3791493505239,90,522.3791493505239,payment_link,0.72287416,719.657374548912,12,707.657374548912,0.10775775,107.2782251983881,-78,185.2782251983881,True
7834,71375,2844.24,retry,0.76935947,2188.2429772853848,8,2180.2429772853848,payment_link,0.8263963,2350.4693738794326,12,2338.4693738794326,0.057036817,162.22639659404786,4,158.22639659404786,True
82398,73812,2072.18,voice_call,0.5045904,1045.6021187281608,90,955.6021187281608,payment_link,0.6076862,1259.2352346742152,12,1247.2352346742152,0.10309583,213.63311594605443,-78,291.63311594605443,True
48862,35818,870.47,human_escalation,0.6393569,556.5410104769469,250,306.5410104769469,payment_link,0.55746114,485.25320074677467,12,473.25320074677467,-0.08189577,-71.28780973017223,-238,166.71219026982777,True
3417,35047,966.14,payment_link,0.8511669,822.3463926041126,12,810.3463926041126,payment_link,0.8511669,822.3463926041126,12,810.3463926041126,0.0,0.0,0,0.0,False
98108,1071,2378.09,retry,0.46474463,1105.204551153779,8,1097.204551153779,payment_link,0.53165954,1264.334243835807,12,1252.334243835807,0.066914916,159.129692682028,4,155.129692682028,True
62728,7804,769.04,whatsapp,0.40678704,312.83550358772277,18,294.83550358772277,payment_link,0.520067,399.9523076438904,12,387.9523076438904,0.11327994,87.11680405616761,-6,93.11680405616761,True
42785,6179,1791.39,retry,0.8875235,1589.9006730598212,8,1581.9006730598212,payment_link,0.89302367,1599.7536716991665,12,1587.7536716991665,0.0055001974,9.852998639345287,4,5.852998639345287,True
98805,4343,3193.92,email,0.46845424,1496.2053718185425,5,1491.2053718185425,payment_link,0.6671593,2130.853491897583,12,2118.853491897583,0.19870508,634.6481200790404,7,627.6481200790404,True
62973,26450,1016.54,retry,0.5103687,518.8102031731605,8,510.8102031731605,payment_link,0.60293615,612.9087125420571,12,600.9087125420571,0.092567444,94.09850936889654,4,90.09850936889654,True
41566,9894,961.24,email,0.54163104,520.6374237322807,5,515.6374237322807,payment_link,0.66350347,637.786073615551,12,625.786073615551,0.121872425,117.14864988327031,7,110.14864988327031,True
50858,83203,8460.05,whatsapp,0.46729547,3953.3430228143925,18,3935.3430228143925,human_escalation,0.62071437,5251.274575766921,250,5001.274575766921,0.1534189,1297.9315529525284,232,1065.9315529525284,True
4668,37074,1668.28,payment_link,0.5372968,896.3614587974548,12,884.3614587974548,human_escalation,0.6882564,1148.2043585348129,250,898.2043585348129,0.15095961,251.84289973735804,238,13.842899737358039,True
83945,99522,1466.87,voice_call,0.8158777,1196.786486608982,90,1106.786486608982,payment_link,0.86693656,1271.6832382881641,12,1259.6832382881641,0.05105889,74.89675167918222,-78,152.89675167918222,True
99395,24691,3835.88,retry,0.6578453,2523.4156996273996,8,2515.4156996273996,human_escalation,0.7866861,3017.633563258648,250,2767.633563258648,0.1288408,494.2178636312483,242,252.2178636312483,True
13901,23265,3505.52,retry,0.58493626,2050.505762281418,8,2042.505762281418,human_escalation,0.7500049,2629.157133512497,250,2379.157133512497,0.16506863,578.6513712310789,242,336.6513712310789,True
34502,80194,2323.68,retry,0.5334742,1239.6233451461792,8,1231.6233451461792,payment_link,0.5906008,1372.3672404384613,12,1360.3672404384613,0.05712658,132.7438952922821,4,128.7438952922821,True
89779,63995,1769.11,human_escalation,0.82806784,1464.9430949109792,250,1214.9430949109792,payment_link,0.75084215,1328.3223631089925,12,1316.3223631089925,-0.077225685,-136.62073180198672,-238,101.37926819801328,True
13103,33088,518.04,payment_link,0.5539155,286.9503859519958,12,274.9503859519958,payment_link,0.5539155,286.9503859519958,12,274.9503859519958,0.0,0.0,0,0.0,False
16255,17425,3786.25,retry,0.6536474,2474.872554540634,8,2466.872554540634,payment_link,0.69755787,2641.128472313285,12,2629.128472313285,0.043910444,166.25591777265072,4,162.25591777265072,True
38104,82347,963.21,retry,0.7221159,695.54923127532,8,687.54923127532,payment_link,0.7807232,752.0004071009159,12,740.0004071009159,0.05860734,56.4511758255959,4,52.4511758255959,True
82596,81541,1653.01,email,0.61891323,1023.0697637444734,5,1018.0697637444734,payment_link,0.7045403,1164.6121816188097,12,1152.6121816188097,0.08562708,141.54241787433625,7,134.54241787433625,True
27808,76819,3639.89,whatsapp,0.7246152,2637.519679495096,18,2619.519679495096,human_escalation,0.8490128,3090.3131718748805,250,2840.3131718748805,0.124397576,452.7934923797843,232,220.7934923797843,True
56040,60452,3646.46,retry,0.88996124,3245.2080729675295,8,3237.2080729675295,payment_link,0.93161285,3397.0889902234076,12,3385.0889902234076,0.041651607,151.8809172558781,4,147.8809172558781,True
25040,74565,2706.62,whatsapp,0.5663836,1532.985180068016,18,1514.985180068016,payment_link,0.5972533,1616.5377880191802,12,1604.5377880191802,0.030869722,83.55260795116419,-6,89.55260795116419,True
20964,69488,636.22,payment_link,0.79932106,508.5440418744087,12,496.5440418744087,payment_link,0.79932106,508.5440418744087,12,496.5440418744087,0.0,0.0,0,0.0,False
26483,58421,639.32,retry,0.7747694,495.3255890417099,8,487.3255890417099,payment_link,0.80290496,513.3132012605668,12,501.31320126056676,0.028135538,17.98761221885684,4,13.987612218856839,True
59856,49226,1125.71,human_escalation,0.6042548,680.215650870204,250,430.21565087020394,payment_link,0.62689376,705.7005731892586,12,693.7005731892586,0.022638977,25.484922319054704,-238,263.4849223190547,True
76017,50389,2152.38,payment_link,0.9104352,1959.6025152111054,12,1947.6025152111054,payment_link,0.9104352,1959.6025152111054,12,1947.6025152111054,0.0,0.0,0,0.0,False
52519,76136,1635.99,retry,0.7057174,1154.5465843838454,8,1146.5465843838454,payment_link,0.7514332,1229.3371905344725,12,1217.3371905344725,0.04571581,74.79060615062713,4,70.79060615062713,True
8404,50561,1739.87,retry,0.7000532,1218.001587228775,8,1210.001587228775,payment_link,0.77192855,1343.0553242230415,12,1331.0553242230415,0.071875334,125.0537369942665,4,121.0537369942665,True
48334,61015,5094.77,voice_call,0.7656221,3900.6684013241534,90,3810.6684013241534,human_escalation,0.90732974,4622.63632998407,250,4372.63632998407,0.14170766,721.9679286599162,160,561.9679286599162,True
14034,68940,1839.0,whatsapp,0.58507234,1075.9480306506157,18,1057.9480306506157,payment_link,0.6303147,1159.1487475633621,12,1147.1487475633621,0.04524237,83.20071691274643,-6,89.20071691274643,True
70839,47472,1040.44,whatsapp,0.66752034,694.5148669791222,18,676.5148669791222,payment_link,0.74793714,778.1837209057809,12,766.1837209057809,0.0804168,83.6688539266587,-6,89.6688539266587,True
55525,60327,1805.48,human_escalation,0.9002052,1625.3024753785135,250,1375.3024753785135,payment_link,0.85902643,1550.955042514801,12,1538.955042514801,-0.041178763,-74.34743286371236,-238,163.65256713628764,True
19748,1743,2599.69,whatsapp,0.7750664,2014.9323063278198,18,1996.9323063278198,payment_link,0.83012086,2158.056902511716,12,2146.056902511716,0.055054486,143.1245961838963,-6,149.1245961838963,True
10039,1718,1209.13,voice_call,0.7549269,912.8047867035866,90,822.8047867035866,payment_link,0.8882271,1073.982039638758,12,1061.982039638758,0.13330019,161.17725293517128,-78,239.17725293517128,True
10958,63963,3593.42,payment_link,0.8153345,2929.8392949736117,12,2917.8392949736117,payment_link,0.8153345,2929.8392949736117,12,2917.8392949736117,0.0,0.0,0,0.0,False
52404,90377,1678.83,human_escalation,0.8308185,1394.802979196906,250,1144.802979196906,payment_link,0.7277615,1221.7878508543968,12,1209.7878508543968,-0.10305697,-173.01512834250934,-238,64.98487165749066,True
13055,99245,593.24,retry,0.5567288,330.273781607151,8,322.273781607151,payment_link,0.6545785,388.32215346097945,12,376.32215346097945,0.09784973,58.04837185382843,4,54.04837185382843,True
51628,96293,805.28,payment_link,0.75473446,607.7725631618499,12,595.7725631618499,payment_link,0.75473446,607.7725631618499,12,595.7725631618499,0.0,0.0,0,0.0,False
96497,64357,9552.14,payment_link,0.74731165,7138.425520733595,12,7126.425520733595,payment_link,0.74731165,7138.425520733595,12,7126.425520733595,0.0,0.0,0,0.0,False
94999,22839,1326.46,retry,0.8598859,1140.6042129909993,8,1132.6042129909993,payment_link,0.910545,1207.8015094161035,12,1195.8015094161035,0.05065912,67.19729642510424,4,63.19729642510424,True
52272,66346,1255.76,retry,0.45889765,576.2653132677078,8,568.2653132677078,payment_link,0.5464121,686.162471666336,12,674.162471666336,0.08751446,109.89715839862822,4,105.89715839862822,True
20874,40635,1002.78,voice_call,0.54727733,548.798762333393,90,458.79876233339303,payment_link,0.6823745,684.271478433609,12,672.271478433609,0.13509715,135.47271610021596,-78,213.47271610021596,True
29744,37436,2464.14,payment_link,0.72978234,1798.2858624601363,12,1786.2858624601363,payment_link,0.72978234,1798.2858624601363,12,1786.2858624601363,0.0,0.0,0,0.0,False
1961,30657,3804.52,whatsapp,0.60653704,2307.5823148226737,18,2289.5823148226737,human_escalation,0.7162864,2725.1260137462614,250,2475.1260137462614,0.10974938,417.5436989235877,232,185.54369892358773,True
89310,13839,2681.36,email,0.45154777,1210.7621331048013,5,1205.7621331048013,payment_link,0.5789061,1552.2557108926774,12,1540.2557108926774,0.12735835,341.4935777878761,7,334.4935777878761,True
12067,61714,920.11,whatsapp,0.6655289,612.3597901713848,18,594.3597901713848,payment_link,0.7092364,652.5754887652397,12,640.5754887652397,0.04370749,40.21569859385488,-6,46.21569859385488,True
65048,49707,2558.9,payment_link,0.5937269,1519.2876963377,12,1507.2876963377,payment_link,0.5937269,1519.2876963377,12,1507.2876963377,0.0,0.0,0,0.0,False
37346,59749,842.47,retry,0.81755275,688.7636613684892,8,680.7636613684892,payment_link,0.8741759,736.4669756805897,12,724.4669756805897,0.05662316,47.703314312100474,4,43.703314312100474,True
13132,3315,373.66,retry,0.712288,266.15354231595995,8,258.15354231595995,email,0.73231244,273.63586665630345,5,268.63586665630345,0.020024419,7.482324340343496,-3,10.482324340343496,True
67475,31999,1747.46,retry,0.4964927,867.6011574643851,8,859.6011574643851,payment_link,0.56723136,991.214107273817,12,979.214107273817,0.07073864,123.61294980943194,4,119.61294980943194,True
21425,95985,5058.18,human_escalation,0.61526567,3112.124493724108,250,2862.124493724108,payment_link,0.6402191,3238.3434086394313,12,3226.3434086394313,0.024953425,126.21891491532324,-238,364.21891491532324,True
42617,75410,913.26,retry,0.57473284,524.8805135142803,8,516.8805135142803,payment_link,0.6130076,559.8353254115582,12,547.8353254115582,0.038274765,34.954811897277864,4,30.954811897277864,True
5353,87011,3254.11,voice_call,0.6863721,2233.530318583846,90,2143.530318583846,human_escalation,0.86848015,2826.12992767632,250,2576.12992767632,0.18210804,592.5996090924741,160,432.5996090924741,True
49925,65997,2972.79,voice_call,0.5664886,1684.0517154085635,90,1594.0517154085635,payment_link,0.6602722,1962.8505370563269,12,1950.8505370563269,0.09378356,278.79882164776336,-78,356.79882164776336,True
72984,22143,1496.47,email,0.588093,880.0635059243441,5,875.0635059243441,payment_link,0.66440344,994.2598137140275,12,982.2598137140275,0.076310456,114.19630778968337,7,107.19630778968337,True
59641,53707,3369.27,whatsapp,0.6776339,2283.131508153677,18,2265.131508153677,payment_link,0.6939602,2338.139248752594,12,2326.139248752594,0.016326308,55.00774059891728,-6,61.00774059891728,True
23797,42749,2262.61,retry,0.46120903,1043.5361610135437,8,1035.5361610135437,payment_link,0.58600193,1325.8938327676058,12,1313.8938327676058,0.1247929,282.35767175406204,4,278.35767175406204,True
14343,78723,1657.42,payment_link,0.64769554,1073.5035441970826,12,1061.5035441970826,payment_link,0.64769554,1073.5035441970826,12,1061.5035441970826,0.0,0.0,0,0.0,False
83272,17620,2115.36,email,0.46367246,980.8341731357575,5,975.8341731357575,payment_link,0.62588215,1323.9660621643068,12,1311.9660621643068,0.16220969,343.13188902854927,7,336.13188902854927,True
8559,16406,3473.68,retry,0.5018795,1743.3688276338576,8,1735.3688276338576,human_escalation,0.6399616,2223.0218117427826,250,1973.0218117427826,0.13808209,479.652984108925,242,237.652984108925,True
51705,48372,18065.82,retry,0.5861958,10590.108286850453,8,10582.108286850453,human_escalation,0.738355,13338.988181866407,250,13088.988181866407,0.15215915,2748.8798950159544,242,2506.8798950159544,True
10755,5098,2867.01,retry,0.87114185,2497.5723980873827,8,2489.5723980873827,payment_link,0.9238381,2648.6530108040574,12,2636.6530108040574,0.052696228,151.08061271667475,4,147.08061271667475,True
10938,5899,1899.55,voice_call,0.79995936,1519.562805238366,90,1429.562805238366,payment_link,0.9063023,1721.5664831966162,12,1709.5664831966162,0.10634291,202.00367795825014,-78,280.00367795825014,True
22841,3788,3976.55,email,0.6078869,2417.2926937043667,5,2412.2926937043667,payment_link,0.7017358,2790.487473794818,12,2778.487473794818,0.093848884,373.19478009045133,7,366.19478009045133,True
89773,84301,1282.77,retry,0.83298236,1068.5247836261988,8,1060.5247836261988,payment_link,0.9075099,1164.1265039026737,12,1152.1265039026737,0.07452756,95.60172027647491,4,91.60172027647491,True
76544,78956,694.98,voice_call,0.55031395,382.45718868255614,90,292.45718868255614,email,0.5892577,409.52232825279236,5,404.52232825279236,0.038943768,27.065139570236227,-85,112.06513957023623,True
17210,31676,1173.76,whatsapp,0.64687365,759.2744188690185,18,741.2744188690185,payment_link,0.6796885,797.7911893463134,12,785.7911893463134,0.03281486,38.516770477294926,-6,44.516770477294926,True
15656,4613,2048.55,email,0.8677434,1777.6156865894795,5,1772.6156865894795,payment_link,0.9201187,1884.9091414511206,12,1872.9091414511206,0.052375317,107.29345486164107,7,100.29345486164107,True
44375,92199,1768.09,email,0.6912289,1222.1549520927667,5,1217.1549520927667,payment_link,0.754759,1334.4818644493819,12,1322.4818644493819,0.06353009,112.32691235661514,7,105.32691235661514,True
53723,78046,1303.17,payment_link,0.92221844,1201.807407013178,12,1189.807407013178,payment_link,0.92221844,1201.807407013178,12,1189.807407013178,0.0,0.0,0,0.0,False
41095,50227,701.96,retry,0.65291744,458.3219294857979,8,450.3219294857979,payment_link,0.7183496,504.2526683664322,12,492.2526683664322,0.06543213,45.930738880634294,4,41.930738880634294,True
71949,17718,1726.05,payment_link,0.5134806,886.2931960076094,12,874.2931960076094,payment_link,0.5134806,886.2931960076094,12,874.2931960076094,0.0,0.0,0,0.0,False
65230,71953,1800.43,payment_link,0.6168651,1110.6224292498828,12,1098.6224292498828,payment_link,0.6168651,1110.6224292498828,12,1098.6224292498828,0.0,0.0,0,0.0,False
39248,71837,1707.83,payment_link,0.7066832,1206.8948010152578,12,1194.8948010152578,payment_link,0.7066832,1206.8948010152578,12,1194.8948010152578,0.0,0.0,0,0.0,False
14184,85675,3347.93,email,0.43410748,1453.3614636629818,5,1448.3614636629818,payment_link,0.57516515,1925.6126691758632,12,1913.6126691758632,0.14105767,472.25120551288137,7,465.25120551288137,True
58963,94140,1735.95,human_escalation,0.58942187,1023.2068923175335,250,773.2068923175335,payment_link,0.59935313,1040.4470740646125,12,1028.4470740646125,0.009931266,17.240181747078964,-238,255.24018174707896,True
7862,29129,4603.57,whatsapp,0.8476153,3902.0563740283246,18,3884.0563740283246,payment_link,0.8986697,4137.088961501121,12,4125.088961501121,0.051054418,235.03258747279642,-6,241.03258747279642,True
45795,50345,2545.48,whatsapp,0.5401726,1374.9984910583496,18,1356.9984910583496,human_escalation,0.73457944,1869.8572829389573,250,1619.8572829389573,0.19440687,494.85879188060767,232,262.85879188060767,True
