transaction_id,customer_id,amount,payment_method,failure_reason,timestamp,status
48,35174,825.93,upi,expired_card,2026-05-13 23:21:09,failed
49,95902,1386.53,upi,network_error,2026-02-11 03:31:52,failed
50,6229,3779.94,debit_card,none,2026-01-23 03:22:43,success
51,72241,1527.81,upi,network_error,2026-03-22 07:40:29,failed
52,60321,1519.43,upi,temporary_bank_issue,2026-03-08 04:42:10,failed
53,55506,2052.71,upi,none,2026-02-03 02:35:09,success
54,16224,1076.82,debit_card,none,2026-01-07 16:29:21,success
55,58528,5533.69,upi,customer_abandoned,2026-06-06 12:55:33,failed
56,41344,3192.73,debit_card,expired_card,2026-06-27 08:04:53,failed
57,61721,3627.57,wallet,none,2026-06-30 20:52:06,success
58,10658,527.18,credit_card,insufficient_funds,2026-02-23 15:42:36,failed
59,83071,761.6,debit_card,none,2026-04-15 09:29:00,success
60,24253,5988.97,wallet,customer_abandoned,2026-02-15 15:51:19,failed
61,81203,1248.09,credit_card,insufficient_funds,2026-05-13 20:09:02,failed
62,19583,2413.83,credit_card,customer_abandoned,2026-03-16 07:41:40,failed
63,8473,2827.66,upi,temporary_bank_issue,2026-04-22 19:45:03,failed
64,36367,3473.41,debit_card,network_error,2026-07-06 05:15:56,failed
65,85162,1287.72,net_banking,none,2026-05-06 21:53:31,success
66,38658,2191.29,wallet,temporary_bank_issue,2026-01-31 18:01:15,failed
67,19052,802.37,debit_card,customer_abandoned,2026-08-01 00:10:27,failed
68,27845,1078.05,wallet,none,2026-07-18 12:41:40,success
69,74056,3046.03,debit_card,none,2026-01-06 00:06:57,success
70,94595,2716.24,wallet,temporary_bank_issue,2026-01-07 16:32:19,failed
71,16262,1307.95,upi,none,2026-08-20 21:57:17,success
72,26039,505.63,credit_card,none,2026-01-15 11:28:03,success
73,41643,2449.14,credit_card,customer_abandoned,2026-05-06 06:48:25,failed
74,80908,2345.29,net_banking,network_error,2026-02-25 19:57:25,failed
75,34902,920.34,credit_card,temporary_bank_issue,2026-08-15 10:22:41,failed
76,2219,2476.17,credit_card,none,2026-07-09 10:26:17,success
77,74343,1153.1,credit_card,insufficient_funds,2026-07-26 12:17:02,failed
78,77299,1149.48,upi,customer_abandoned,2026-06-15 15:28:36,failed
79,6597,5752.16,debit_card,bank_decline,2026-02-07 19:54:12,failed
80,5359,1152.34,credit_card,customer_abandoned,2026-02-07 23:07:01,failed
81,3939,3837.91,debit_card,authentication_failed,2026-06-29 13:02:35,failed
82,46091,1569.12,debit_card,none,2026-07-03 09:09:32,success
83,63275,2415.77,upi,none,2026-06-15 09:15:21,success
84,36991,1761.07,upi,expired_card,2026-07-11 14:41:51,failed
85,96693,2120.31,upi,bank_decline,2026-01-19 12:17:59,failed
86,12027,589.75,upi,customer_abandoned,2026-06-04 23:36:44,failed
87,49079,3104.17,upi,temporary_bank_issue,2026-01-11 12:41:37,failed
88,49139,5405.99,debit_card,expired_card,2026-06-23 12:50:02,failed
89,84827,2073.39,wallet,none,2026-02-16 10:30:15,success
90,92982,1522.53,credit_card,customer_abandoned,2026-05-19 03:42:57,failed
91,22246,3380.94,debit_card,customer_abandoned,2026-01-08 08:11:29,failed
92,12809,1523.41,credit_card,insufficient_funds,2026-02-14 08:12:31,failed
93,90621,4344.87,upi,none,2026-05-05 18:47:05,success
94,72123,1519.84,net_banking,authentication_failed,2026-05-17 23:25:50,failed
95,92735,630.56,upi,customer_abandoned,2026-03-22 02:06:27,failed
96,24329,1119.06,wallet,customer_abandoned,2026-07-15 16:41:44,failed
97,53957,2170.55,credit_card,none,2026-07-09 00:18:09,success
98,87892,2854.26,upi,temporary_bank_issue,2026-08-18 05:39:56,failed
99,1749,313.94,debit_card,customer_abandoned,2026-02-09 12:30:17,failed
100,43333,1945.86,upi,authentication_failed,2026-04-14 18:04:43,failed
101,49412,2662.47,upi,none,2026-05-23 16:30:14,success
102,61444,8007.62,credit_card,none,2026-05-20 13:53:44,success
103,30807,1312.01,upi,none,2026-05-02 09:12:31,success
104,61323,1257.4,wallet,insufficient_funds,2026-01-24 10:11:19,failed
105,65104,1951.19,credit_card,network_error,2026-01-13 18:20:12,failed
106,42226,565.79,upi,customer_abandoned,2026-01-11 05:02:16,failed
107,74977,5048.82,upi,customer_abandoned,2026-04-26 18:26:50,failed
108,35061,711.48,debit_card,none,2026-02-14 00:12:23,success
109,83477,1166.89,wallet,expired_card,2026-05-29 11:49:28,failed
110,91641,584.68,upi,network_error,2026-04-21 14:04:01,failed
111,76908,4360.07,upi,none,2026-04-29 20:03:26,success
112,22902,1422.64,debit_card,customer_abandoned,2026-07-04 21:48:15,failed
113,94632,2066.82,credit_card,none,2026-03-14 12:51:01,success
114,74394,469.02,upi,bank_decline,2026-03-24 23:59:42,failed
115,59518,1503.89,upi,customer_abandoned,2026-06-06 09:50:06,failed
116,95249,2096.79,upi,none,2026-01-04 19:25:44,success
117,73433,1393.6,credit_card,none,2026-02-16 16:24:54,success
118,38392,1517.71,upi,bank_decline,2026-02-27 04:49:28,failed
119,60102,3783.52,upi,customer_abandoned,2026-06-16 00:39:11,failed
120,82091,715.87,net_banking,customer_abandoned,2026-08-14 03:20:31,failed
121,29558,3057.07,wallet,none,2026-06-27 18:37:26,success
122,82489,3378.1,upi,insufficient_funds,2026-02-21 11:32:49,failed
123,34721,3440.46,upi,expired_card,2026-07-20 10:17:26,failed
124,50764,2888.17,upi,none,2026-05-15 08:43:31,success
125,43198,2807.79,net_banking,customer_abandoned,2026-07-22 21:39:29,failed
126,50202,1432.03,net_banking,none,2026-02-02 11:43:28,success
127,18248,2043.88,credit_card,customer_abandoned,2026-07-26 00:31:59,failed
128,6538,3812.15,debit_card,none,2026-06-20 18:23:21,success
129,68203,802.95,debit_card,none,2026-04-19 14:31:26,success
130,4162,1035.82,upi,none,2026-03-21 22:06:44,success
131,35643,1056.68,upi,network_error,2026-02-01 13:05:59,failed
132,57770,3320.7,wallet,bank_decline,2026-01-24 12:18:55,failed
133,79249,4689.94,debit_card,insufficient_funds,2026-07-11 19:38:45,failed
134,56310,672.79,net_banking,customer_abandoned,2026-04-19 04:04:58,failed
135,33953,764.51,upi,network_error,2026-06-20 18:15:50,failed
136,17025,2410.11,credit_card,bank_decline,2026-01-06 20:34:39,failed
137,35613,1679.86,wallet,none,2026-05-24 07:16:34,success
138,29930,3073.84,net_banking,insufficient_funds,2026-05-24 20:04:07,failed
139,10000,1970.51,upi,customer_abandoned,2026-08-09 08:50:32,failed
140,13411,2458.46,credit_card,temporary_bank_issue,2026-03-20 18:38:23,failed
141,86650,1649.09,upi,customer_abandoned,2026-06-15 06:20:48,failed
142,25794,3970.62,upi,authentication_failed,2026-06-22 15:44:42,failed
143,22355,1843.13,upi,bank_decline,2026-02-20 03:48:20,failed
144,58920,4833.77,net_banking,expired_card,2026-08-01 16:01:11,failed
145,72521,1029.12,credit_card,temporary_bank_issue,2026-02-10 01:45:48,failed
146,19821,2470.8,debit_card,customer_abandoned,2026-06-13 10:00:14,failed
147,17748,664.75,upi,insufficient_funds,2026-04-25 20:21:47,failed
148,93127,1804.66,upi,customer_abandoned,2026-08-06 17:46:48,failed
149,95731,2865.38,credit_card,insufficient_funds,2026-07-26 07:48:53,failed
150,51792,1257.2,net_banking,network_error,2026-02-15 06:15:23,failed
151,54169,962.89,debit_card,none,2026-03-26 04:03:27,success
152,3646,2502.09,net_banking,insufficient_funds,2026-07-13 02:26:19,failed
153,58857,865.3,debit_card,expired_card,2026-03-30 15:35:17,failed
154,36465,5511.62,upi,none,2026-07-16 13:22:48,success
155,85469,778.37,credit_card,bank_decline,2026-05-20 14:50:03,failed
156,27020,1353.37,credit_card,bank_decline,2026-02-18 15:46:44,failed
157,76234,1399.18,upi,temporary_bank_issue,2026-06-16 12:00:36,failed
158,22117,5637.43,credit_card,none,2026-02-02 16:48:28,success
159,1262,5527.08,credit_card,none,2026-06-05 10:55:45,success
160,45985,2486.0,debit_card,none,2026-01-21 14:00:54,success
161,97315,2986.22,wallet,none,2026-01-26 10:08:17,success
162,82982,1172.93,credit_card,network_error,2026-08-05 20:22:50,failed
163,53538,796.72,upi,expired_card,2026-04-12 17:21:07,failed
164,63411,2277.93,credit_card,temporary_bank_issue,2026-06-16 18:04:26,failed
165,86494,1689.73,upi,none,2026-02-06 00:07:43,success
166,66474,485.95,upi,expired_card,2026-02-05 21:59:18,failed
167,33083,4206.62,credit_card,none,2026-04-03 22:24:52,success
168,56505,570.94,upi,none,2026-05-18 00:55:53,success
169,74695,1046.48,net_banking,expired_card,2026-04-09 04:49:45,failed
170,8670,1128.1,upi,none,2026-05-25 03:39:02,success
171,35405,4325.06,wallet,customer_abandoned,2026-08-06 04:10:38,failed
172,51594,1909.94,upi,none,2026-07-04 01:24:43,success
173,30742,523.8,wallet,insufficient_funds,2026-07-25 13:40:41,failed
174,34659,2188.14,upi,network_error,2026-07-20 20:41:21,failed
175,12700,1228.68,debit_card,customer_abandoned,2026-02-07 16:22:53,failed
176,36833,2983.32,upi,expired_card,2026-05-06 00:41:39,failed
177,15262,2049.14,upi,none,2026-07-19 13:50:10,success
178,29628,1268.67,upi,none,2026-06-28 19:06:39,success
179,2160,1094.25,credit_card,customer_abandoned,2026-03-03 02:42:01,failed
180,3373,598.37,credit_card,temporary_bank_issue,2026-03-09 19:24:52,failed
181,23663,1098.25,upi,none,2026-04-30 06:15:01,success
182,40692,1106.14,upi,none,2026-07-06 00:07:24,success
183,94888,3193.06,credit_card,bank_decline,2026-02-03 01:38:42,failed
184,27524,2176.69,wallet,insufficient_funds,2026-03-20 17:45:14,failed
185,99688,5549.31,upi,network_error,2026-02-19 23:09:49,failed
186,62374,1236.73,net_banking,temporary_bank_issue,2026-06-04 22:08:29,failed
187,70373,2266.27,debit_card,temporary_bank_issue,2026-05-18 11:24:55,failed
188,34024,3584.84,net_banking,temporary_bank_issue,2026-04-17 09:59:16,failed
189,5801,1104.7,credit_card,authentication_failed,2026-07-09 08:40:25,failed
190,58867,481.27,net_banking,customer_abandoned,2026-04-20 18:05:51,failed
191,86281,1711.7,credit_card,bank_decline,2026-07-25 11:00:43,failed
192,22602,817.58,credit_card,none,2026-06-30 21:43:51,success
193,84466,741.88,net_banking,bank_decline,2026-07-22 20:56:44,failed
194,36665,3964.44,upi,temporary_bank_issue,2026-03-04 19:49:14,failed
195,12124,5126.43,upi,none,2026-01-09 12:02:01,success
196,43179,1305.48,net_banking,none,2026-03-24 04:35:30,success
197,27421,3400.23,upi,none,2026-08-08 19:22:45,success
198,60756,1803.85,debit_card,expired_card,2026-01-29 05:44:35,failed
199,88959,2699.82,credit_card,temporary_bank_issue,2026-07-15 15:06:45,failed
200,30061,334.44,upi,customer_abandoned,2026-03-24 15:46:21,failed
201,20794,244.99,credit_card,temporary_bank_issue,2026-01-02 14:42:00,failed
202,97206,1334.54,upi,none,2026-05-09 19:04:31,success
203,6536,1469.03,net_banking,insufficient_funds,2026-03-11 11:43:44,failed
204,60435,7769.12,debit_card,bank_decline,2026-02-03 12:08:33,failed
205,85963,869.57,upi,expired_card,2026-06-21 01:46:13,failed
206,12740,1395.01,upi,none,2026-05-18 21:15:14,success
207,38517,836.91,credit_card,customer_abandoned,2026-04-12 13:15:03,failed
208,96167,3705.81,debit_card,none,2026-02-11 23:23:36,success
209,93692,639.2,credit_card,none,2026-07-22 10:04:12,success
210,1129,2453.57,upi,insufficient_funds,2026-07-15 10:15:51,failed
211,30833,1645.92,upi,network_error,2026-02-26 11:33:33,failed
212,53270,2811.79,upi,customer_abandoned,2026-03-09 05:53:23,failed
213,97767,694.07,debit_card,customer_abandoned,2026-08-14 16:43:32,failed
214,41641,3149.85,upi,network_error,2026-01-02 13:41:57,failed
215,36382,5428.03,upi,customer_abandoned,2026-01-19 20:29:38,failed
216,90976,1004.01,upi,none,2026-03-02 19:11:19,success
217,18984,1946.49,wallet,customer_abandoned,2026-05-11 21:08:10,failed
218,71558,249.51,wallet,insufficient_funds,2026-04-25 18:37:55,failed
219,55440,2723.08,debit_card,temporary_bank_issue,2026-06-19 03:58:41,failed
220,23409,1066.74,debit_card,temporary_bank_issue,2026-07-08 06:18:17,failed
221,2278,1383.09,upi,network_error,2026-07-07 12:03:32,failed
222,83836,2468.9,upi,authentication_failed,2026-03-15 13:11:28,failed
223,95187,3848.84,upi,none,2026-05-07 11:37:46,success
224,46788,3479.82,wallet,none,2026-03-25 10:24:32,success
225,98482,2489.93,upi,none,2026-03-31 13:44:34,success
226,20158,2512.15,credit_card,temporary_bank_issue,2026-07-26 17:05:56,failed
227,56389,1500.44,net_banking,none,2026-05-29 14:47:40,success
228,80110,1233.81,upi,none,2026-03-07 09:22:54,success
229,69864,1573.57,upi,temporary_bank_issue,2026-02-23 03:08:16,failed
230,42453,2849.59,wallet,customer_abandoned,2026-02-11 23:16:14,failed
231,90281,885.65,upi,none,2026-05-02 22:28:51,success
232,78347,379.93,upi,insufficient_funds,2026-05-08 12:01:52,failed
233,13574,453.91,upi,none,2026-05-10 14:16:15,success
234,45045,2293.54,credit_card,none,2026-03-05 01:35:46,success
235,36425,5370.74,wallet,network_error,2026-06-27 14:42:18,failed
236,50295,2211.46,upi,customer_abandoned,2026-03-14 10:42:26,failed
237,33380,2119.33,net_banking,network_error,2026-08-05 18:27:40,failed
238,54718,2989.17,credit_card,none,2026-01-10 14:38:07,success
239,94926,1354.72,upi,network_error,2026-06-19 22:26:29,failed
240,41535,501.52,upi,expired_card,2026-05-11 21:36:24,failed
241,38201,1710.13,upi,none,2026-03-10 20:40:25,success
242,39155,991.02,wallet,none,2026-06-27 16:08:49,success
243,28344,2816.32,upi,none,2026-01-18 11:43:42,success
244,2449,819.02,debit_card,none,2026-05-13 20:54:45,success
245,78899,5045.82,debit_card,none,2026-05-14 06:49:54,success
246,83539,386.57,credit_card,none,2026-02-15 06:10:53,success
247,68222,3563.22,credit_card,customer_abandoned,2026-01-13 01:59:42,failed
248,56439,1811.28,upi,none,2026-08-05 14:20:42,success
249,95440,3599.49,upi,customer_abandoned,2026-06-18 03:12:07,failed
250,77867,1023.22,upi,none,2026-04-03 01:18:50,success
251,86672,3733.99,upi,customer_abandoned,2026-05-05 23:22:32,failed
252,58634,1296.54,upi,none,2026-06-22 09:06:54,success
253,47038,4269.75,credit_card,insufficient_funds,2026-06-26 02:49:36,failed
254,39579,3244.03,upi,none,2026-04-07 03:58:35,success
255,6965,2349.3,net_banking,none,2026-06-06 08:24:49,success
256,12141,1724.39,upi,bank_decline,2026-07-15 18:53:35,failed
257,43655,2434.71,credit_card,authentication_failed,2026-04-06 16:02:43,failed
258,812,2026.4,debit_card,customer_abandoned,2026-08-05 00:57:52,failed
259,5990,7189.33,upi,customer_abandoned,2026-03-10 20:59:12,failed
260,27249,4770.04,credit_card,none,2026-06-07 05:21:21,success
261,96285,2068.34,upi,none,2026-04-29 07:28:36,success
262,64616,6985.51,upi,network_error,2026-04-21 08:52:01,failed
263,79733,745.23,upi,network_error,2026-01-07 16:53:06,failed
264,21178,1839.27,upi,none,2026-01-11 05:16:58,success
265,27020,687.95,upi,insufficient_funds,2026-02-04 00:19:24,failed
266,47877,883.8,upi,customer_abandoned,2026-06-27 15:38:35,failed
267,79812,1464.18,debit_card,temporary_bank_issue,2026-05-16 13:24:42,failed
268,32757,578.95,debit_card,expired_card,2026-01-14 13:52:55,failed
269,88856,2269.34,upi,customer_abandoned,2026-02-18 02:14:17,failed
270,37592,3699.18,upi,temporary_bank_issue,2026-03-01 03:04:01,failed
271,52887,12945.05,upi,none,2026-06-03 06:10:33,success
272,55333,2073.18,credit_card,customer_abandoned,2026-05-07 13:55:21,failed
273,68069,1196.97,credit_card,none,2026-02-06 17:14:31,success
274,11144,2390.91,upi,customer_abandoned,2026-01-05 12:31:03,failed
275,5314,3610.49,credit_card,none,2026-08-03 20:38:49,success
276,44204,1333.88,credit_card,bank_decline,2026-06-20 19:51:55,failed
277,7539,2043.14,wallet,none,2026-08-18 12:12:05,success
278,44453,2966.69,upi,insufficient_funds,2026-02-15 02:40:32,failed
279,77291,896.71,wallet,none,2026-04-21 06:14:16,success
280,28347,4801.85,upi,temporary_bank_issue,2026-01-09 00:59:53,failed
281,81843,1948.56,upi,authentication_failed,2026-06-04 23:24:27,failed
282,39934,1670.34,net_banking,insufficient_funds,2026-08-13 16:54:44,failed
283,86620,1301.91,upi,expired_card,2026-04-08 13:37:46,failed
284,61938,2862.7,debit_card,customer_abandoned,2026-01-27 12:51:30,failed
285,61041,2297.65,upi,temporary_bank_issue,2026-01-04 00:52:06,failed
286,61067,2761.57,upi,network_error,2026-06-09 17:41:25,failed
287,89148,1333.57,debit_card,insufficient_funds,2026-02-13 07:33:48,failed
288,14266,10003.82,debit_card,bank_decline,2026-03-01 05:06:00,failed
289,26316,1029.21,wallet,bank_decline,2026-05-18 18:12:50,failed
290,85549,4692.88,upi,insufficient_funds,2026-01-12 21:52:31,failed
291,84603,1954.76,upi,expired_card,2026-05-08 06:43:34,failed
292,51864,2339.82,upi,temporary_bank_issue,2026-07-29 14:42:47,failed
293,84338,9346.95,debit_card,insufficient_funds,2026-06-21 05:00:57,failed
294,99074,1015.92,credit_card,temporary_bank_issue,2026-07-26 05:47:59,failed
295,89190,1745.85,upi,bank_decline,2026-05-24 14:28:22,failed
296,24312,2518.33,upi,authentication_failed,2026-07-06 06:23:32,failed
297,18673,6025.71,debit_card,none,2026-05-15 16:21:44,success
298,31073,675.7,debit_card,insufficient_funds,2026-02-11 06:22:25,failed
299,74979,566.24,credit_card,customer_abandoned,2026-04-14 07:20:48,failed
300,43100,873.51,upi,bank_decline,2026-07-23 16:37:09,failed
301,57508,731.68,upi,bank_decline,2026-04-24 04:43:45,failed
302,95789,2683.28,upi,none,2026-02-02 03:43:25,success
303,79851,2520.49,upi,customer_abandoned,2026-07-28 01:00:49,failed
304,5714,2235.58,credit_card,bank_decline,2026-06-30 11:03:22,failed
305,49402,866.17,credit_card,insufficient_funds,2026-01-31 11:13:11,failed
306,595,1483.86,upi,insufficient_funds,2026-08-07 11:12:43,failed
307,57299,1600.85,upi,insufficient_funds,2026-01-17 22:12:38,failed
308,98831,4109.26,debit_card,none,2026-03-18 05:00:21,success
309,97372,2539.18,credit_card,temporary_bank_issue,2026-02-04 04:21:20,failed
310,86798,921.28,debit_card,none,2026-06-29 00:00:53,success
311,30342,3182.65,wallet,customer_abandoned,2026-02-06 16:38:11,failed
312,79494,712.27,debit_card,none,2026-03-18 01:41:31,success
313,4799,1021.37,upi,customer_abandoned,2026-06-06 08:00:07,failed
314,20988,2112.6,upi,network_error,2026-04-26 00:49:28,failed
315,80822,1736.73,upi,expired_card,2026-01-29 02:26:28,failed
316,31911,1709.19,debit_card,insufficient_funds,2026-04-17 21:06:13,failed
317,17263,3856.5,credit_card,none,2026-06-06 11:34:40,success
318,61874,1882.41,upi,network_error,2026-03-13 17:13:58,failed
319,42866,5784.35,wallet,bank_decline,2026-07-14 10:04:27,failed
320,91811,1267.39,credit_card,none,2026-06-12 17:16:51,success
321,26798,243.4,debit_card,insufficient_funds,2026-05-05 09:05:50,failed
322,96214,2790.82,net_banking,none,2026-03-19 19:05:45,success
323,19004,2003.58,upi,customer_abandoned,2026-04-10 06:40:42,failed
324,99899,4332.42,net_banking,none,2026-05-27 09:28:42,success
325,49087,1266.07,upi,customer_abandoned,2026-01-11 13:44:14,failed
326,73950,566.62,credit_card,temporary_bank_issue,2026-01-20 02:12:59,failed
327,12076,2067.76,debit_card,customer_abandoned,2026-07-01 08:43:20,failed
328,30992,1502.57,debit_card,network_error,2026-02-06 11:35:04,failed
329,6515,5834.74,credit_card,customer_abandoned,2026-05-09 21:29:46,failed
330,37012,4263.25,upi,temporary_bank_issue,2026-07-06 07:52:17,failed
331,8148,529.48,upi,expired_card,2026-04-05 08:12:04,failed
332,42206,1421.03,debit_card,none,2026-02-05 11:23:51,success
333,30808,1891.17,upi,temporary_bank_issue,2026-03-07 16:56:50,failed
334,25525,3110.43,upi,customer_abandoned,2026-03-26 19:58:36,failed
335,14225,1388.49,upi,none,2026-03-25 22:21:29,success
336,51414,3285.71,upi,authentication_failed,2026-02-06 01:56:12,failed
337,65975,1022.63,upi,temporary_bank_issue,2026-01-17 17:00:31,failed
338,2359,375.82,upi,none,2026-04-16 08:02:07,success
339,92989,5148.87,upi,insufficient_funds,2026-04-14 01:06:45,failed
340,58026,3852.77,upi,none,2026-03-24 12:04:55,success
341,78272,557.8,debit_card,none,2026-05-01 17:52:49,success
342,75961,7418.95,debit_card,temporary_bank_issue,2026-04-13 18:33:11,failed
343,20089,3994.48,upi,network_error,2026-04-27 14:11:45,failed
344,12981,2113.49,debit_card,none,2026-06-16 06:45:21,success
345,45484,5415.21,net_banking,customer_abandoned,2026-07-30 09:07:29,failed
346,64330,1668.32,upi,customer_abandoned,2026-07-12 06:26:31,failed
347,14568,1360.9,net_banking,expired_card,2026-05-22 21:11:43,failed
348,34526,6068.78,net_banking,expired_card,2026-05-08 11:50:37,failed
349,67173,1681.17,credit_card,customer_abandoned,2026-01-30 09:15:44,failed
350,83483,10443.36,net_banking,network_error,2026-06-08 15:52:30,failed
351,24392,761.76,upi,none,2026-06-23 12:51:31,success
352,60513,3240.21,upi,insufficient_funds,2026-02-09 13:58:04,failed
353,49046,1262.58,net_banking,bank_decline,2026-04-25 17:07:16,failed
354,84040,1481.0,wallet,network_error,2026-04-28 01:39:19,failed
355,61769,2263.03,net_banking,none,2026-04-11 17:12:01,success
356,9275,8732.17,credit_card,customer_abandoned,2026-05-30 21:40:35,failed
357,74198,1907.49,debit_card,none,2026-06-06 12:42:29,success
358,68763,2123.36,upi,temporary_bank_issue,2026-03-18 02:50:00,failed
359,57200,2782.18,credit_card,none,2026-06-13 21:32:44,success
360,9683,1425.34,debit_card,insufficient_funds,2026-05-10 10:01:08,failed
361,8606,852.46,upi,authentication_failed,2026-04-29 04:15:38,failed
362,87355,3840.1,wallet,none,2026-05-26 10:32:19,success
363,6114,1652.31,upi,customer_abandoned,2026-08-04 19:16:16,failed
364,57681,3316.01,credit_card,network_error,2026-03-01 20:46:09,failed
365,92774,2966.2,debit_card,temporary_bank_issue,2026-05-02 10:08:24,failed
366,6227,1458.68,debit_card,none,2026-06-27 22:55:07,success
367,55211,2925.09,debit_card,temporary_bank_issue,2026-08-09 15:44:58,failed
368,3815,954.39,credit_card,temporary_bank_issue,2026-02-16 03:16:44,failed
369,47793,3130.74,upi,expired_card,2026-02-03 06:48:29,failed
370,96279,3833.98,credit_card,none,2026-02-02 16:38:50,success
371,73063,1761.41,credit_card,customer_abandoned,2026-02-19 01:09:15,failed
372,28934,2191.25,upi,bank_decline,2026-01-24 00:52:02,failed
373,79289,1512.16,credit_card,none,2026-06-21 07:04:58,success
374,32336,4000.05,upi,none,2026-04-22 20:32:47,success
375,90710,2226.92,credit_card,customer_abandoned,2026-08-23 00:18:19,failed
376,31915,540.09,credit_card,temporary_bank_issue,2026-08-12 10:10:45,failed
377,16525,3402.08,upi,customer_abandoned,2026-01-11 08:15:54,failed
378,52143,1631.52,upi,none,2026-04-07 05:10:20,success
379,52429,1061.55,upi,temporary_bank_issue,2026-03-24 18:04:26,failed
380,34066,2977.55,debit_card,temporary_bank_issue,2026-07-27 22:30:13,failed
381,4386,2009.71,upi,insufficient_funds,2026-08-15 17:04:14,failed
382,76495,2662.57,debit_card,customer_abandoned,2026-04-15 17:00:42,failed
383,70384,2876.94,upi,expired_card,2026-07-31 18:27:48,failed
384,72609,2680.14,credit_card,none,2026-08-12 16:43:33,success
385,32507,723.25,upi,temporary_bank_issue,2026-01-09 21:55:52,failed
386,55813,618.02,credit_card,none,2026-06-10 16:07:33,success
387,97527,1277.4,debit_card,bank_decline,2026-06-02 02:31:44,failed
388,28814,1949.5,wallet,customer_abandoned,2026-01-01 22:46:34,failed
389,67353,2554.05,credit_card,customer_abandoned,2026-03-20 23:01:41,failed
390,40804,350.64,upi,none,2026-07-13 07:07:05,success
391,375,1306.86,credit_card,bank_decline,2026-07-24 11:09:09,failed
392,78782,666.7,credit_card,customer_abandoned,2026-08-21 15:02:17,failed
393,85891,3872.25,credit_card,customer_abandoned,2026-02-11 07:22:17,failed
394,58839,2846.72,upi,customer_abandoned,2026-07-28 05:46:03,failed
395,50121,3096.29,credit_card,customer_abandoned,2026-04-05 12:16:53,failed
396,59337,3919.26,upi,expired_card,2026-02-19 06:51:57,failed
